time,mV
0,-0.239
0.01,-0.234
0.02,-0.228
0.03,-0.222
0.04,-0.216
0.05,-0.209
0.06,-0.202
0.07,-0.196
0.08,-0.189
0.09,-0.184
0.1,-0.177
0.11,-0.173
0.12,-0.163
0.13,-0.143
0.14,-0.115
0.15,-0.098
0.16,-0.1
0.17,-0.1
0.18,-0.1
0.19,-0.1
0.2,-0.1
0.21,-0.106
0.22,-0.129
0.23,-0.158
0.24,-0.162
0.25,-0.165
0.26,-0.17
0.27,-0.167
0.28,-0.164
0.29,-0.161
0.3,-0.158
0.31,-0.155
0.32,-0.156
0.33,-0.16
0.34,-0.16
0.35000000000000003,-0.159
0.36,-0.161
0.37,-0.158
0.38,-0.164
0.39,-0.181
0.4,-0.175
0.41000000000000003,-0.17
0.42,-0.166
0.43,-0.163
0.44,-0.151
0.45,-0.106
0.46,-0.058
0.47000000000000003,-0.013
0.48,0.032
0.49,0.025
0.5,-0.01
0.51,-0.033
0.52,-0.107
0.53,-0.174
0.54,-0.162
0.55,-0.192
0.56,-0.186
0.5700000000000001,-0.191
0.58,-0.19
0.59,-0.171
0.6,-0.238
0.61,-0.143
0.62,0.038
0.63,0.758
0.64,0.926
0.65,-0.106
0.66,-0.44
0.67,-0.283
0.68,-0.225
0.6900000000000001,-0.167
0.7000000000000001,-0.183
0.71,-0.161
0.72,-0.169
0.73,-0.157
0.74,-0.155
0.75,-0.148
0.76,-0.139
0.77,-0.136
0.78,-0.126
0.79,-0.118
0.8,-0.107
0.81,-0.098
0.8200000000000001,-0.084
0.8300000000000001,-0.069
0.84,-0.061
0.85,-0.06
0.86,-0.06
0.87,-0.059
0.88,-0.061
0.89,-0.064
0.9,-0.066
0.91,-0.063
0.92,-0.074
0.93,-0.096
0.9400000000000001,-0.1
0.9500000000000001,-0.106
0.96,-0.111
0.97,-0.105
0.98,-0.102
0.99,-0.098
1,-0.094
1.01,-0.091
1.02,-0.088
1.03,-0.082
1.04,-0.077
1.05,-0.073
1.06,-0.069
1.07,-0.064
1.08,-0.059
1.09,-0.05
1.1,-0.045
1.11,-0.034
1.12,-0.004
1.1300000000000001,0.034
1.1400000000000001,0.103
1.1500000000000001,0.135
1.16,0.089
1.17,0.059
1.18,0.018
1.19,-0.052
1.2,-0.09
1.21,-0.097
1.22,-0.114
1.23,-0.099
1.24,-0.129
1.25,-0.103
1.26,-0.126
1.27,-0.155
1.28,-0.032
1.29,0.257
1.3,1.031
1.31,0.784
1.32,-0.241
1.33,-0.329
1.34,-0.21
1.35,-0.157
1.36,-0.116
1.37,-0.116
1.3800000000000001,-0.087
1.3900000000000001,-0.094
1.4000000000000001,-0.078
1.41,-0.08
1.42,-0.07
1.43,-0.067
1.44,-0.061
1.45,-0.053
1.46,-0.049
1.47,-0.037
1.48,-0.026
1.49,-0.012
1.5,0
1.51,0.02
1.52,0.036
1.53,0.035
1.54,0.034
1.55,0.03
1.56,0.031
1.57,0.025
1.58,0.001
1.59,-0.012
1.6,-0.02
1.61,-0.028
1.62,-0.03
1.6300000000000001,-0.03
1.6400000000000001,-0.03
1.6500000000000001,-0.03
1.6600000000000001,-0.03
1.67,-0.025
1.68,-0.025
1.69,-0.025
1.7,-0.025
1.71,-0.025
1.72,-0.023
1.73,-0.019
1.74,-0.02
1.75,-0.02
1.76,-0.02
1.77,-0.021
1.78,-0.01
1.79,-0.001
1.8,0.021
1.81,0.063
1.82,0.122
1.83,0.181
1.84,0.186
1.85,0.153
1.86,0.091
1.87,0.036
1.8800000000000001,-0.016
1.8900000000000001,-0.035
1.9000000000000001,-0.041
1.9100000000000001,-0.059
1.92,-0.055
1.93,-0.081
1.94,-0.043
1.95,-0.12
1.96,-0.072
1.97,0.078
1.98,0.61
1.99,1.188
2,0.349
2.0100000000000002,-0.357
2.02,-0.211
2.0300000000000002,-0.15
2.04,-0.069
2.05,-0.073
2.06,-0.059
2.07,-0.053
2.08,-0.051
2.09,-0.038
2.1,-0.038
2.11,-0.024
2.12,-0.018
2.13,-0.014
2.14,-0.02
2.15,0.002
2.16,0.013
2.17,0.02
2.18,0.041
2.19,0.054
2.2,0.068
2.21,0.07
2.22,0.065
2.23,0.064
2.24,0.06
2.25,0.059
2.2600000000000002,0.046
2.27,0.031
2.2800000000000002,0.021
2.29,0.015
2.3000000000000003,0.01
2.31,0.004
2.32,-0.002
2.33,-0.004
2.34,0
2.35,0
2.36,0
2.37,0.001
2.38,-0.001
2.39,0.008
2.4,0.017
2.41,0.012
2.42,0.009
2.43,0.006
2.44,0.001
2.45,0.001
2.46,0.005
2.47,0.007
2.48,0.01
2.49,0.013
2.5,0.015
2.5100000000000002,0.027
2.52,0.075
2.5300000000000002,0.12
2.54,0.177
2.5500000000000003,0.228
2.56,0.196
2.57,0.169
2.58,0.135
2.59,0.073
2.6,0.028
2.61,-0.001
2.62,-0.043
2.63,-0.045
2.64,-0.065
2.65,-0.06
2.66,-0.063
2.67,-0.125
2.68,-0.018
2.69,0.171
2.7,0.89
2.71,1.008
2.72,-0.024
2.73,-0.341
2.74,-0.174
2.75,-0.114
2.7600000000000002,-0.073
2.77,-0.082
2.7800000000000002,-0.055
2.79,-0.057
2.8000000000000003,-0.042
2.81,-0.043
2.82,-0.039
2.83,-0.033
2.84,-0.032
2.85,-0.026
2.86,-0.021
2.87,-0.015
2.88,0.002
2.89,0.022
2.9,0.042
2.91,0.06
2.92,0.081
2.93,0.106
2.94,0.101
2.95,0.086
2.96,0.077
2.97,0.064
2.98,0.054
2.99,0.039
3,0.01
3.0100000000000002,-0.006
3.02,-0.005
3.0300000000000002,-0.008
3.04,-0.012
3.0500000000000003,-0.003
3.06,0.012
3.0700000000000003,0.007
3.08,0.001
3.09,-0.005
3.1,-0.009
3.11,-0.006
3.12,-0.003
3.13,-0.001
3.14,0.003
3.15,0.005
3.16,0.005
3.17,0.005
3.18,0.005
3.19,0.005
3.2,0.005
3.21,0.005
3.22,0
3.23,0.001
3.24,-0.002
3.25,-0.004
3.2600000000000002,-0.008
3.27,0.009
3.2800000000000002,0.063
3.29,0.104
3.3000000000000003,0.163
3.31,0.188
3.3200000000000003,0.166
3.33,0.147
3.34,0.092
3.35,0.032
3.36,-0.013
3.37,-0.023
3.38,-0.042
3.39,-0.034
3.4,-0.055
3.41,-0.04
3.42,-0.044
3.43,-0.082
3.44,0.031
3.45,0.259
3.46,1.011
3.47,0.929
3.48,-0.104
3.49,-0.282
3.5,-0.125
3.5100000000000002,-0.057
3.52,-0.035
3.5300000000000002,-0.048
3.54,-0.022
3.5500000000000003,-0.032
3.56,-0.013
3.5700000000000003,-0.016
3.58,-0.006
3.59,-0.003
3.6,0.003
3.61,0.009
3.62,0.018
3.63,0.044
3.64,0.051
3.65,0.058
3.66,0.081
3.67,0.106
3.68,0.121
3.69,0.121
3.7,0.118
3.71,0.114
3.72,0.112
3.73,0.103
3.74,0.083
3.75,0.054
3.7600000000000002,0.029
3.77,0.022
3.7800000000000002,0.018
3.79,0.013
3.8000000000000003,0.009
3.81,0.005
3.8200000000000003,0.01
3.83,0.013
3.84,0.016
3.85,0.021
3.86,0.024
3.87,0.028
3.88,0.03
3.89,0.03
3.9,0.03
3.91,0.03
3.92,0.029
3.93,0.025
3.94,0.02
3.95,0.015
3.96,0.012
3.97,0.006
3.98,0.007
3.99,0.014
4,0.016
4.01,0.013
4.0200000000000005,0.024
4.03,0.066
4.04,0.103
4.05,0.157
4.0600000000000005,0.205
4.07,0.188
4.08,0.164
4.09,0.135
4.1,0.073
4.11,0.011
4.12,0.006
4.13,-0.013
4.14,-0.01
4.15,-0.025
4.16,-0.035
4.17,-0.028
4.18,-0.065
4.19,0.036
4.2,0.211
4.21,0.924
4.22,1.04
4.23,0.013
4.24,-0.292
4.25,-0.13
4.26,-0.069
4.2700000000000005,-0.022
4.28,-0.038
4.29,-0.016
4.3,-0.024
4.3100000000000005,-0.012
4.32,-0.009
4.33,0.002
4.34,0.014
4.3500000000000005,0.021
4.36,0.031
4.37,0.036
4.38,0.046
4.39,0.058
