time,mV
0,0.135
0.01,0.126
0.02,0.104
0.03,0.101
0.04,0.093
0.05,0.087
0.06,0.081
0.07,0.072
0.08,0.064
0.09,0.051
0.1,0.041
0.11,0.024
0.12,-0.003
0.13,-0.039
0.14,-0.082
0.15,-0.1
0.16,-0.094
0.17,-0.091
0.18,-0.068
0.19,-0.039
0.2,-0.007
0.21,0.02
0.22,0.053
0.23,0.091
0.24,0.097
0.25,0.103
0.26,0.109
0.27,0.107
0.28,0.107
0.29,0.104
0.3,0.102
0.31,0.098
0.32,0.099
0.33,0.104
0.34,0.106
0.35000000000000003,0.106
0.36,0.11
0.37,0.101
0.38,0.099
0.39,0.118
0.4,0.113
0.41000000000000003,0.111
0.42,0.109
0.43,0.106
0.44,0.097
0.45,0.054
0.46,0.027
0.47000000000000003,0.011
0.48,-0.031
0.49,-0.033
0.5,-0.009
0.51,-0.001
0.52,0.064
0.53,0.117
0.54,0.115
0.55,0.133
0.56,0.124
0.5700000000000001,0.124
0.58,0.119
0.59,0.111
0.6,0.142
0.61,0.1
0.62,-0.1
0.63,-0.606
0.64,-0.58
0.65,0.164
0.66,0.36
0.67,0.194
0.68,0.142
0.6900000000000001,0.101
0.7000000000000001,0.101
0.71,0.091
0.72,0.09
0.73,0.083
0.74,0.08
0.75,0.07
0.76,0.054
0.77,0.046
0.78,0.038
0.79,0.025
0.8,0.003
0.81,-0.021
0.8200000000000001,-0.045
0.8300000000000001,-0.07
0.84,-0.101
0.85,-0.109
0.86,-0.101
0.87,-0.103
0.88,-0.087
0.89,-0.056
0.9,-0.02
0.91,0
0.92,0.019
0.93,0.053
0.9400000000000001,0.064
0.9500000000000001,0.073
0.96,0.08
0.97,0.076
0.98,0.076
0.99,0.074
1,0.073
1.01,0.069
1.02,0.068
1.03,0.064
1.04,0.061
1.05,0.056
1.06,0.039
1.07,0.033
1.08,0.033
1.09,0.028
1.1,0.027
1.11,0.019
1.12,-0.009
1.1300000000000001,-0.029
1.1400000000000001,-0.071
1.1500000000000001,-0.108
1.16,-0.078
1.17,-0.062
1.18,-0.031
1.19,0.033
1.2,0.054
1.21,0.069
1.22,0.08
1.23,0.065
1.24,0.076
1.25,0.064
1.26,0.077
1.27,0.1
1.28,0.02
1.29,-0.284
1.3,-0.773
1.31,-0.48
1.32,0.233
1.33,0.26
1.34,0.129
1.35,0.1
1.36,0.063
1.37,0.058
1.3800000000000001,0.036
1.3900000000000001,0.025
1.4000000000000001,0.016
1.41,0.014
1.42,0.008
1.43,0.005
1.44,-0.002
1.45,-0.012
1.46,-0.023
1.47,-0.042
1.48,-0.06
1.49,-0.09
1.5,-0.126
1.51,-0.154
1.52,-0.17
1.53,-0.165
1.54,-0.157
1.55,-0.135
1.56,-0.104
1.57,-0.072
1.58,-0.031
1.59,-0.006
1.6,0.009
1.61,0.022
1.62,0.027
1.6300000000000001,0.03
1.6400000000000001,0.031
1.6500000000000001,0.035
1.6600000000000001,0.036
1.67,0.031
1.68,0.03
1.69,0.029
1.7,0.027
1.71,0.027
1.72,0.028
1.73,0.03
1.74,0.029
1.75,0.027
1.76,0.026
1.77,0.025
1.78,0.016
1.79,0.012
1.8,-0.006
1.81,-0.037
1.82,-0.073
1.83,-0.118
1.84,-0.134
1.85,-0.122
1.86,-0.075
1.87,-0.02
1.8800000000000001,0.024
1.8900000000000001,0.04
1.9000000000000001,0.043
1.9100000000000001,0.054
1.92,0.056
1.93,0.063
1.94,0.044
1.95,0.088
1.96,0.074
1.97,-0.073
1.98,-0.521
1.99,-0.812
2,-0.15
2.0100000000000002,0.326
2.02,0.181
2.0300000000000002,0.106
2.04,0.056
2.05,0.044
2.06,0.037
2.07,0.032
2.08,0.029
2.09,0.022
2.1,0.019
2.11,-0.003
2.12,-0.017
2.13,-0.019
2.14,-0.021
2.15,-0.05
2.16,-0.072
2.17,-0.091
2.18,-0.13
2.19,-0.159
2.2,-0.178
2.21,-0.186
2.22,-0.179
2.23,-0.168
2.24,-0.144
2.25,-0.111
2.2600000000000002,-0.073
2.27,-0.041
2.2800000000000002,-0.019
2.29,-0.007
2.3000000000000003,0
2.31,0.008
2.32,0.016
2.33,0.02
2.34,0.018
2.35,0.02
2.36,0.02
2.37,0.021
2.38,0.024
2.39,0.014
2.4,0.003
2.41,0.008
2.42,0.011
2.43,0.014
2.44,0.02
2.45,0.019
2.46,0.018
2.47,0.017
2.48,0.016
2.49,0.014
2.5,0.015
2.5100000000000002,0.008
2.52,-0.033
2.5300000000000002,-0.056
2.54,-0.088
2.5500000000000003,-0.143
2.56,-0.125
2.57,-0.107
2.58,-0.084
2.59,-0.02
2.6,0.013
2.61,0.038
2.62,0.064
2.63,0.067
2.64,0.078
2.65,0.065
2.66,0.072
2.67,0.096
2.68,0.037
2.69,-0.173
2.7,-0.697
2.71,-0.644
2.72,0.127
2.73,0.325
2.74,0.142
2.75,0.094
2.7600000000000002,0.068
2.77,0.055
2.7800000000000002,0.043
2.79,0.038
2.8000000000000003,0.029
2.81,0.031
2.82,0.023
2.83,0.009
2.84,0.005
2.85,0.004
2.86,-0.008
2.87,-0.025
2.88,-0.049
2.89,-0.085
2.9,-0.116
2.91,-0.146
2.92,-0.178
2.93,-0.198
2.94,-0.194
2.95,-0.17
2.96,-0.135
2.97,-0.092
2.98,-0.054
2.99,-0.017
3,0.022
3.0100000000000002,0.035
3.02,0.035
3.0300000000000002,0.038
3.04,0.041
3.0500000000000003,0.041
3.06,0.029
3.0700000000000003,0.033
3.08,0.04
3.09,0.045
3.1,0.049
3.11,0.043
3.12,0.039
3.13,0.035
3.14,0.03
3.15,0.027
3.16,0.027
3.17,0.027
3.18,0.026
3.19,0.027
3.2,0.027
3.21,0.028
3.22,0.036
3.23,0.034
3.24,0.038
3.25,0.038
3.2600000000000002,0.043
3.27,0.028
3.2800000000000002,-0.019
3.29,-0.036
3.3000000000000003,-0.078
3.31,-0.11
3.3200000000000003,-0.106
3.33,-0.099
3.34,-0.046
3.35,0.013
3.36,0.051
3.37,0.064
3.38,0.073
3.39,0.07
3.4,0.082
3.41,0.07
3.42,0.078
3.43,0.102
3.44,0.023
3.45,-0.243
3.46,-0.759
3.47,-0.564
3.48,0.188
3.49,0.306
3.5,0.144
3.5100000000000002,0.068
3.52,0.052
3.5300000000000002,0.051
3.54,0.033
3.5500000000000003,0.041
3.56,0.03
3.5700000000000003,0.024
3.58,0.014
3.59,0.008
3.6,-0.002
3.61,-0.01
3.62,-0.027
3.63,-0.055
3.64,-0.073
3.65,-0.095
3.66,-0.124
3.67,-0.166
3.68,-0.187
3.69,-0.185
3.7,-0.183
3.71,-0.158
3.72,-0.13
3.73,-0.097
3.74,-0.051
3.75,-0.011
3.7600000000000002,0.018
3.77,0.032
3.7800000000000002,0.038
3.79,0.041
3.8000000000000003,0.046
3.81,0.05
3.8200000000000003,0.045
3.83,0.044
3.84,0.046
3.85,0.04
3.86,0.035
3.87,0.029
3.88,0.025
3.89,0.024
3.9,0.021
3.91,0.019
3.92,0.017
3.93,0.019
3.94,0.022
3.95,0.025
3.96,0.029
3.97,0.033
3.98,0.039
3.99,0.042
4,0.04
4.01,0.045
4.0200000000000005,0.037
4.03,-0.007
4.04,-0.035
4.05,-0.065
4.0600000000000005,-0.112
4.07,-0.108
4.08,-0.094
4.09,-0.077
4.1,-0.015
4.11,0.034
4.12,0.04
4.13,0.047
4.14,0.045
4.15,0.054
4.16,0.058
4.17,0.056
4.18,0.054
4.19,0.001
4.2,-0.195
4.21,-0.726
4.22,-0.67
4.23,0.099
4.24,0.301
4.25,0.131
4.26,0.054
4.2700000000000005,0.023
4.28,0.026
4.29,0.016
4.3,0.019
4.3100000000000005,0.011
4.32,0
4.33,-0.018
4.34,-0.03
4.3500000000000005,-0.039
4.36,-0.046
4.37,-0.055
4.38,-0.074
4.39,-0.099
4.4,-0.125
4.41,-0.162
4.42,-0.227
4.43,-0.228
4.44,-0.215
4.45,-0.226
4.46,-0.206
4.47,-0.194
4.48,-0.15
4.49,-0.097
4.5,-0.063
4.51,-0.038
4.5200000000000005,-0.027
4.53,-0.018
4.54,-0.015
4.55,-0.008
4.5600000000000005,-0.005
4.57,-0.004
4.58,-0.008
4.59,-0.012
4.6000000000000005,-0.017
4.61,-0.021
4.62,-0.01
4.63,-0.006
4.64,-0.004
4.65,-0.002
4.66,-0.001
4.67,0.002
4.68,0.004
4.69,0.007
4.7,0.012
4.71,0.015
4.72,0.02
4.73,0.024
4.74,0.016
4.75,0.01
4.76,0.014
4.7700000000000005,0.003
4.78,-0.027
4.79,-0.05
4.8,-0.079
4.8100000000000005,-0.118
4.82,-0.113
4.83,-0.098
4.84,-0.073
4.8500000000000005,-0.003
4.86,0.032
4.87,0.038
4.88,0.043
4.89,0.04
4.9,0.054
4.91,0.041
4.92,0.057
4.93,0.049
4.94,-0.032
4.95,-0.357
4.96,-0.84
4.97,-0.459
4.98,0.232
4.99,0.219
5,0.097
5.01,0.049
5.0200000000000005,0.018
5.03,0.024
5.04,0.012
5.05,0.014
5.0600000000000005,0.003
5.07,0.002
5.08,-0.01
5.09,-0.028
5.1000000000000005,-0.04
5.11,-0.049
5.12,-0.062
5.13,-0.08
5.14,-0.1
5.15,-0.129
5.16,-0.163
5.17,-0.205
5.18,-0.218
5.19,-0.21
5.2,-0.207
5.21,-0.182
5.22,-0.155
5.23,-0.126
5.24,-0.084
5.25,-0.043
5.26,-0.016
5.2700000000000005,-0.013
5.28,-0.01
5.29,0.007
5.3,0.02
5.3100000000000005,0.02
5.32,0.015
5.33,0.008
5.34,0.001
5.3500000000000005,-0.001
5.36,-0.002
5.37,-0.012
5.38,-0.013
5.39,-0.015
5.4,-0.02
5.41,-0.016
5.42,-0.015
5.43,-0.007
5.44,-0.006
5.45,0.002
5.46,-0.006
5.47,-0.038
5.48,-0.023
5.49,-0.015
5.5,-0.01
5.51,-0.005
5.5200000000000005,-0.012
5.53,-0.026
5.54,-0.073
5.55,-0.091
5.5600000000000005,-0.129
5.57,-0.158
5.58,-0.136
5.59,-0.118
5.6000000000000005,-0.064
5.61,-0.012
5.62,-0.001
5.63,0.014
5.64,0.014
5.65,-0.002
5.66,0.009
5.67,0.008
5.68,0.042
5.69,0.02
5.7,-0.105
5.71,-0.549
5.72,-0.832
5.73,-0.197
5.74,0.283
5.75,0.168
5.76,0.047
5.7700000000000005,0.002
5.78,0.013
5.79,-0.003
5.8,-0.004
5.8100000000000005,-0.008
5.82,-0.014
5.83,-0.014
5.84,-0.02
5.8500000000000005,-0.039
5.86,-0.061
5.87,-0.066
5.88,-0.079
5.89,-0.087
5.9,-0.106
5.91,-0.134
5.92,-0.167
5.93,-0.197
5.94,-0.203
5.95,-0.207
5.96,-0.193
5.97,-0.158
5.98,-0.125
5.99,-0.085
6,-0.039
6.01,-0.01
6.0200000000000005,0.011
6.03,0.031
6.04,0.037
6.05,0.044
6.0600000000000005,0.049
6.07,0.045
6.08,0.045
6.09,0.045
6.1000000000000005,0.046
6.11,0.043
6.12,0.049
6.13,0.059
6.140000000000001,0.052
6.15,0.049
6.16,0.052
6.17,0.049
6.18,0.048
6.19,0.051
6.2,0.061
6.21,0.061
6.22,0.06
6.23,0.046
6.24,0.021
6.25,-0.001
6.26,-0.058
6.2700000000000005,-0.082
6.28,-0.071
6.29,-0.047
6.3,0.017
6.3100000000000005,0.084
6.32,0.105
6.33,0.095
6.34,0.111
6.3500000000000005,0.119
6.36,0.121
6.37,0.119
6.38,0.147
6.390000000000001,0.126
6.4,0.01
6.41,-0.39
6.42,-0.719
6.43,-0.155
6.44,0.373
6.45,0.268
6.46,0.169
6.47,0.122
6.48,0.1
6.49,0.097
6.5,0.093
6.51,0.093
6.5200000000000005,0.088
6.53,0.085
6.54,0.071
6.55,0.065
6.5600000000000005,0.054
6.57,0.039
6.58,0.031
6.59,0.014
6.6000000000000005,-0.012
6.61,-0.042
6.62,-0.079
6.63,-0.104
6.640000000000001,-0.13
6.65,-0.141
6.66,-0.118
6.67,-0.093
6.68,-0.049
6.69,-0.008
6.7,0.029
6.71,0.064
6.72,0.072
6.73,0.084
6.74,0.086
6.75,0.082
6.76,0.085
6.7700000000000005,0.081
6.78,0.08
6.79,0.083
6.8,0.087
6.8100000000000005,0.09
6.82,0.086
6.83,0.082
6.84,0.085
6.8500000000000005,0.085
6.86,0.082
6.87,0.084
6.88,0.083
6.890000000000001,0.076
6.9,0.044
6.91,0.009
6.92,-0.026
6.93,-0.061
6.94,-0.069
6.95,-0.055
6.96,-0.023
6.97,0.012
6.98,0.072
6.99,0.094
7,0.087
7.01,0.109
7.0200000000000005,0.101
7.03,0.116
7.04,0.104
7.05,0.12
7.0600000000000005,0.1
7.07,-0.008
7.08,-0.368
7.09,-0.774
7.1000000000000005,-0.273
7.11,0.326
7.12,0.24
7.13,0.13
7.140000000000001,0.087
7.15,0.066
7.16,0.06
7.17,0.055
7.18,0.053
7.19,0.043
7.2,0.042
7.21,0.029
7.22,0.021
7.23,0.011
7.24,0.003
7.25,-0.012
7.26,-0.034
