time,mV
0,-0.035
0.01,-0.067
0.02,-0.064
0.03,-0.047
0.04,-0.04
0.05,-0.04
0.06,-0.037
0.07,-0.031
0.08,-0.024
0.09,-0.007
0.1,0.024
0.11,0.03
0.12,0.049
0.13,0.089
0.14,0.108
0.15,0.16
0.16,0.186
0.17,0.166
0.18,0.156
0.19,0.128
0.2,0.096
0.21,0.056
0.22,0.014
0.23,-0.019
0.24,-0.043
0.25,-0.042
0.26,-0.037
0.27,-0.045
0.28,-0.046
0.29,-0.044
0.3,-0.041
0.31,-0.039
0.32,-0.041
0.33,-0.03
0.34,-0.03
0.35000000000000003,-0.01
0.36,-0.002
0.37,-0.021
0.38,-0.006
0.39,-0.031
0.4,-0.054
0.41000000000000003,-0.042
0.42,-0.041
0.43,-0.037
0.44,-0.028
0.45,-0.029
0.46,-0.004
0.47000000000000003,0.045
0.48,0.066
0.49,0.071
0.5,0.067
0.51,0.059
0.52,0.016
0.53,-0.039
0.54,-0.051
0.55,-0.078
0.56,-0.065
0.5700000000000001,-0.071
0.58,-0.075
0.59,-0.057
0.6,-0.126
0.61,-0.091
0.62,0.185
0.63,1.119
0.64,1.31
0.65,0.126
0.66,-0.258
0.67,-0.098
0.68,-0.105
0.6900000000000001,-0.06
0.7000000000000001,-0.085
0.71,-0.063
0.72,-0.072
0.73,-0.057
0.74,-0.051
0.75,-0.044
0.76,-0.034
0.77,-0.056
0.78,-0.037
0.79,-0.013
0.8,-0.005
0.81,0.01
0.8200000000000001,0.026
0.8300000000000001,0.057
0.84,0.106
0.85,0.133
0.86,0.143
0.87,0.139
0.88,0.134
0.89,0.12
0.9,0.068
0.91,0.029
0.92,0
0.93,-0.034
0.9400000000000001,-0.048
0.9500000000000001,-0.041
0.96,-0.058
0.97,-0.08
0.98,-0.066
0.99,-0.059
1,-0.044
1.01,-0.047
1.02,-0.068
1.03,-0.063
1.04,-0.066
1.05,-0.061
1.06,-0.057
1.07,-0.056
1.08,-0.048
1.09,-0.052
1.1,-0.034
1.11,-0.057
1.12,-0.062
1.1300000000000001,-0.022
1.1400000000000001,-0.007
1.1500000000000001,0.043
1.16,0.052
1.17,0.03
1.18,0.012
1.19,-0.043
1.2,-0.087
1.21,-0.086
1.22,-0.095
1.23,-0.092
1.24,-0.116
1.25,-0.098
1.26,-0.098
1.27,-0.163
1.28,-0.104
1.29,0.322
1.3,1.283
1.31,1.042
1.32,-0.127
1.33,-0.234
1.34,-0.114
1.35,-0.128
1.36,-0.093
1.37,-0.106
1.3800000000000001,-0.081
1.3900000000000001,-0.094
1.4000000000000001,-0.081
1.41,-0.083
1.42,-0.074
1.43,-0.067
1.44,-0.062
1.45,-0.053
1.46,-0.05
1.47,-0.036
1.48,-0.025
1.49,-0.014
1.5,0.018
1.51,0.056
1.52,0.082
1.53,0.097
1.54,0.097
1.55,0.082
1.56,0.06
1.57,0.021
1.58,-0.023
1.59,-0.04
1.6,-0.063
1.61,-0.094
1.62,-0.106
1.6300000000000001,-0.115
1.6400000000000001,-0.111
1.6500000000000001,-0.105
1.6600000000000001,-0.102
1.67,-0.097
1.68,-0.093
1.69,-0.088
1.7,-0.084
1.71,-0.08
1.72,-0.075
1.73,-0.076
1.74,-0.073
1.75,-0.07
1.76,-0.07
1.77,-0.066
1.78,-0.072
1.79,-0.067
1.8,-0.054
1.81,-0.045
1.82,-0.01
1.83,0.02
1.84,0.013
1.85,0.002
1.86,-0.01
1.87,-0.036
1.8800000000000001,-0.073
1.8900000000000001,-0.09
1.9000000000000001,-0.096
1.9100000000000001,-0.098
1.92,-0.089
1.93,-0.106
1.94,-0.08
1.95,-0.131
1.96,-0.142
1.97,-0.017
1.98,0.73
1.99,1.423
2,0.511
2.0100000000000002,-0.284
2.02,-0.149
2.0300000000000002,-0.117
2.04,-0.09
2.05,-0.1
2.06,-0.093
2.07,-0.088
2.08,-0.094
2.09,-0.082
2.1,-0.078
2.11,-0.062
2.12,-0.059
2.13,-0.051
2.14,-0.046
2.15,-0.042
2.16,-0.029
2.17,-0.001
2.18,0.024
2.19,0.053
2.2,0.098
2.21,0.107
2.22,0.114
2.23,0.125
2.24,0.097
2.25,0.055
2.2600000000000002,0.014
2.27,-0.02
2.2800000000000002,-0.036
2.29,-0.05
2.3000000000000003,-0.07
2.31,-0.076
2.32,-0.068
2.33,-0.064
2.34,-0.058
2.35,-0.051
2.36,-0.059
2.37,-0.066
2.38,-0.065
2.39,-0.063
2.4,-0.059
2.41,-0.06
2.42,-0.06
2.43,-0.06
2.44,-0.06
2.45,-0.062
2.46,-0.07
2.47,-0.07
2.48,-0.07
2.49,-0.07
2.5,-0.071
2.5100000000000002,-0.068
2.52,-0.048
2.5300000000000002,-0.023
2.54,0.002
2.5500000000000003,0.024
2.56,0.032
2.57,0.028
2.58,-0.004
2.59,-0.056
2.6,-0.081
2.61,-0.085
2.62,-0.098
