time,mV
0,-0.599
0.01,-0.603
0.02,-0.618
0.03,-0.62
0.04,-0.621
0.05,-0.624
0.06,-0.627
0.07,-0.629
0.08,-0.634
0.09,-0.657
0.1,-0.673
0.11,-0.684
0.12,-0.709
0.13,-0.714
0.14,-0.714
0.15,-0.703
0.16,-0.703
0.17,-0.674
0.18,-0.539
0.19,-0.438
0.2,-0.406
0.21,-0.355
0.22,-0.342
0.23,-0.281
0.24,-0.103
0.25,-0.004
0.26,0.008
0.27,0.022
0.28,0.028
0.29,0.044
0.3,0.05
0.31,0.051
0.32,0.049
0.33,0.059
0.34,0.079
0.35000000000000003,0.082
0.36,0.078
0.37,0.082
0.38,0.078
0.39,0.083
0.4,0.093
0.41000000000000003,0.086
0.42,0.079
0.43,0.065
0.44,0.067
0.45,-0.022
0.46,-0.086
0.47000000000000003,-0.069
0.48,-0.156
0.49,-0.197
0.5,-0.181
0.51,-0.183
0.52,-0.181
0.53,-0.185
0.54,-0.19
0.55,-0.188
0.56,-0.197
0.5700000000000001,-0.192
0.58,-0.191
0.59,-0.181
0.6,-0.163
0.61,-0.229
0.62,-0.412
0.63,-1.181
0.64,-1.693
0.65,-1.088
0.66,-0.614
0.67,-0.551
0.68,-0.503
0.6900000000000001,-0.493
0.7000000000000001,-0.479
0.71,-0.494
0.72,-0.484
0.73,-0.475
0.74,-0.466
0.75,-0.455
0.76,-0.462
0.77,-0.458
0.78,-0.466
0.79,-0.465
0.8,-0.473
0.81,-0.514
0.8200000000000001,-0.389
0.8300000000000001,-0.26
0.84,-0.273
0.85,-0.27
0.86,-0.271
0.87,-0.271
0.88,-0.265
0.89,-0.232
0.9,-0.191
0.91,-0.169
0.92,-0.158
0.93,-0.161
0.9400000000000001,-0.159
0.9500000000000001,-0.16
0.96,-0.16
0.97,-0.156
0.98,-0.155
0.99,-0.155
1,-0.154
1.01,-0.156
1.02,-0.154
1.03,-0.165
1.04,-0.167
1.05,-0.183
1.06,-0.183
1.07,-0.185
1.08,-0.187
1.09,-0.178
1.1,-0.203
1.11,-0.003
1.12,0.206
1.1300000000000001,0.229
1.1400000000000001,0.227
1.1500000000000001,0.163
1.16,0.152
1.17,0.158
1.18,0.153
1.19,0.156
1.2,0.155
1.21,0.154
1.22,0.157
1.23,0.152
1.24,0.158
1.25,0.154
1.26,0.155
1.27,0.254
1.28,0.356
1.29,0.088
1.3,-0.796
1.31,-1.017
1.32,-0.297
1.33,0.117
1.34,0.21
1.35,0.206
1.36,0.202
1.37,0.206
1.3800000000000001,0.206
1.3900000000000001,0.199
1.4000000000000001,0.265
1.41,0.429
1.42,0.454
1.43,0.454
1.44,0.456
1.45,0.418
1.46,0.39
1.47,0.375
1.48,0.366
1.49,0.347
1.5,0.33
1.51,0.3
1.52,0.294
1.53,0.28
1.54,0.284
1.55,0.261
1.56,0.146
1.57,0.099
1.58,0.097
1.59,0.088
1.6,0.089
1.61,0.082
1.62,0.08
1.6300000000000001,0.076
1.6400000000000001,0.074
1.6500000000000001,0.071
1.6600000000000001,0.068
1.67,0.065
1.68,0.063
1.69,0.033
1.7,0.02
1.71,0.038
1.72,0.049
1.73,0.065
1.74,0.071
1.75,0.075
1.76,0.078
1.77,0.082
1.78,0.083
1.79,0.089
1.8,0.092
1.81,0.119
1.82,0.136
1.83,0.067
1.84,0.001
1.85,-0.001
1.86,-0.009
1.87,-0.145
1.8800000000000001,-0.237
1.8900000000000001,-0.244
1.9000000000000001,-0.266
1.9100000000000001,-0.266
1.92,-0.279
1.93,-0.275
1.94,-0.289
1.95,-0.243
1.96,-0.148
1.97,-0.102
1.98,-0.646
1.99,-1.427
2,-1.143
2.0100000000000002,-0.479
2.02,-0.269
2.0300000000000002,-0.232
2.04,-0.217
2.05,-0.194
2.06,-0.202
2.07,-0.2
2.08,-0.204
2.09,-0.205
2.1,-0.205
2.11,-0.21
2.12,-0.21
2.13,-0.209
