time,mV
0,0.079
0.01,0.081
0.02,0.095
0.03,0.101
0.04,0.121
0.05,0.136
0.06,0.15
0.07,0.184
0.08,0.208
0.09,0.239
0.1,0.279
0.11,0.331
0.12,0.389
0.13,0.439
0.14,0.464
0.15,0.459
0.16,0.451
0.17,0.423
0.18,0.374
0.19,0.309
0.2,0.231
0.21,0.159
0.22,0.094
0.23,0.041
0.24,0.006
0.25,-0.019
0.26,-0.028
0.27,-0.022
0.28,-0.018
0.29,-0.014
0.3,-0.009
0.31,-0.005
0.32,0
0.33,0.005
0.34,0.009
0.35000000000000003,0.013
0.36,0.019
0.37,0.018
0.38,0.011
0.39,0.006
0.4,0.001
0.41000000000000003,-0.006
0.42,-0.009
0.43,-0.005
0.44,0.003
0.45,0.007
0.46,0.014
0.47000000000000003,0.033
0.48,0.022
0.49,0
0.5,-0.018
0.51,-0.03
0.52,-0.037
0.53,-0.042
0.54,-0.066
0.55,-0.058
0.56,-0.06
0.5700000000000001,-0.064
0.58,-0.048
0.59,-0.083
0.6,0.098
0.61,0.379
0.62,0.261
0.63,-1.052
0.64,-2.315
0.65,-1.764
0.66,-0.748
0.67,-0.212
0.68,-0.026
0.6900000000000001,0.006
0.7000000000000001,0.056
0.71,0.06
0.72,0.085
0.73,0.082
0.74,0.1
0.75,0.124
0.76,0.133
0.77,0.151
0.78,0.181
0.79,0.217
0.8,0.263
0.81,0.326
0.8200000000000001,0.388
0.8300000000000001,0.442
0.84,0.481
0.85,0.487
0.86,0.479
0.87,0.459
0.88,0.408
0.89,0.328
0.9,0.245
0.91,0.162
0.92,0.085
0.93,0.035
0.9400000000000001,0
0.9500000000000001,-0.029
0.96,-0.052
0.97,-0.056
0.98,-0.049
0.99,-0.043
1,-0.037
1.01,-0.036
1.02,-0.023
1.03,-0.006
1.04,-0.005
1.05,-0.005
1.06,-0.005
1.07,-0.005
1.08,-0.006
1.09,-0.009
1.1,-0.011
1.11,-0.015
1.12,-0.012
1.1300000000000001,-0.003
1.1400000000000001,0.003
1.1500000000000001,-0.003
1.16,-0.017
1.17,-0.026
1.18,-0.049
1.19,-0.078
1.2,-0.073
1.21,-0.087
1.22,-0.073
1.23,-0.086
1.24,-0.076
1.25,-0.079
1.26,-0.089
1.27,0.143
1.28,0.425
1.29,0.027
1.3,-1.57
1.31,-2.419
1.32,-1.537
1.33,-0.592
1.34,-0.134
1.35,-0.018
1.36,0.018
1.37,0.055
1.3800000000000001,0.063
1.3900000000000001,0.082
1.4000000000000001,0.083
1.41,0.106
1.42,0.126
1.43,0.141
1.44,0.158
1.45,0.191
1.46,0.223
1.47,0.276
1.48,0.342
1.49,0.402
1.5,0.462
1.51,0.485
1.52,0.478
1.53,0.469
1.54,0.431
1.55,0.376
1.56,0.301
1.57,0.199
1.58,0.113
1.59,0.049
1.6,0.003
1.61,-0.029
1.62,-0.047
1.6300000000000001,-0.05
1.6400000000000001,-0.045
1.6500000000000001,-0.04
1.6600000000000001,-0.037
1.67,-0.031
1.68,-0.028
1.69,-0.023
1.7,-0.02
1.71,-0.017
1.72,-0.012
1.73,-0.01
1.74,-0.02
1.75,-0.031
1.76,-0.029
1.77,-0.041
1.78,-0.049
1.79,-0.044
1.8,-0.034
1.81,-0.008
1.82,-0.006
1.83,-0.018
1.84,-0.027
1.85,-0.038
1.86,-0.045
1.87,-0.077
1.8800000000000001,-0.082
1.8900000000000001,-0.082
1.9000000000000001,-0.09
1.9100000000000001,-0.084
1.92,-0.099
1.93,-0.077
1.94,-0.108
1.95,-0.026
1.96,0.278
1.97,0.434
1.98,-0.549
1.99,-2.18
2,-2.225
2.0100000000000002,-1.143
2.02,-0.377
2.0300000000000002,-0.069
2.04,-0.015
2.05,0.039
2.06,0.047
2.07,0.069
2.08,0.085
2.09,0.087
2.1,0.105
2.11,0.114
2.12,0.14
2.13,0.168
2.14,0.196
2.15,0.236
2.16,0.287
2.17,0.343
2.18,0.405
2.19,0.455
2.2,0.462
2.21,0.455
2.22,0.447
2.23,0.399
2.24,0.336
2.25,0.26
2.2600000000000002,0.173
2.27,0.097
2.2800000000000002,0.034
2.29,-0.008
2.3000000000000003,-0.044
2.31,-0.063
2.32,-0.071
2.33,-0.078
2.34,-0.067
2.35,-0.057
2.36,-0.048
2.37,-0.04
2.38,-0.035
2.39,-0.027
2.4,-0.022
2.41,-0.024
2.42,-0.028
2.43,-0.031
2.44,-0.034
2.45,-0.037
2.46,-0.044
2.47,-0.051
2.48,-0.058
2.49,-0.067
2.5,-0.063
2.5100000000000002,-0.053
2.52,-0.052
2.5300000000000002,-0.055
2.54,-0.058
2.5500000000000003,-0.061
2.56,-0.064
2.57,-0.067
2.58,-0.073
2.59,-0.084
2.6,-0.076
2.61,-0.084
2.62,-0.077
2.63,-0.081
2.64,-0.083
2.65,-0.071
2.66,-0.1
2.67,0.067
2.68,0.417
2.69,0.299
2.7,-1.194
2.71,-2.491
2.72,-1.906
2.73,-0.847
2.74,-0.236
2.75,-0.034
2.7600000000000002,0.008
2.77,0.053
2.7800000000000002,0.053
2.79,0.081
2.8000000000000003,0.092
2.81,0.12
2.82,0.13
2.83,0.146
2.84,0.166
2.85,0.185
