time,mV
0,-0.208
0.01,-0.216
0.02,-0.248
0.03,-0.243
0.04,-0.246
0.05,-0.245
0.06,-0.245
0.07,-0.247
0.08,-0.25
0.09,-0.266
0.1,-0.272
0.11,-0.298
0.12,-0.334
0.13,-0.363
0.14,-0.396
0.15,-0.396
0.16,-0.389
0.17,-0.382
0.18,-0.337
0.19,-0.277
0.2,-0.216
0.21,-0.174
0.22,-0.153
0.23,-0.133
0.24,-0.129
0.25,-0.126
0.26,-0.122
0.27,-0.12
0.28,-0.115
0.29,-0.115
0.3,-0.115
0.31,-0.115
0.32,-0.115
0.33,-0.113
0.34,-0.109
0.35000000000000003,-0.107
0.36,-0.103
0.37,-0.114
0.38,-0.131
0.39,-0.126
0.4,-0.123
0.41000000000000003,-0.12
0.42,-0.115
0.43,-0.113
0.44,-0.108
0.45,-0.105
0.46,-0.063
0.47000000000000003,-0.005
0.48,0.002
0.49,-0.017
0.5,-0.039
0.51,-0.068
0.52,-0.088
0.53,-0.115
0.54,-0.094
0.55,-0.119
0.56,-0.124
0.5700000000000001,-0.133
0.58,-0.142
0.59,-0.121
0.6,-0.192
0.61,-0.087
0.62,-0.124
0.63,0.303
0.64,0.692
0.65,0.117
0.66,-0.161
0.67,-0.178
0.68,-0.168
0.6900000000000001,-0.134
0.7000000000000001,-0.164
0.71,-0.139
0.72,-0.157
0.73,-0.147
0.74,-0.15
0.75,-0.157
0.76,-0.173
0.77,-0.18
0.78,-0.176
0.79,-0.187
0.8,-0.209
0.81,-0.238
0.8200000000000001,-0.259
0.8300000000000001,-0.279
0.84,-0.323
0.85,-0.337
0.86,-0.324
0.87,-0.325
0.88,-0.297
0.89,-0.24
0.9,-0.172
0.91,-0.126
0.92,-0.109
0.93,-0.087
0.9400000000000001,-0.071
0.9500000000000001,-0.066
0.96,-0.061
0.97,-0.058
0.98,-0.052
0.99,-0.048
1,-0.045
1.01,-0.043
1.02,-0.039
1.03,-0.037
1.04,-0.033
1.05,-0.036
1.06,-0.059
1.07,-0.063
1.08,-0.052
1.09,-0.045
1.1,-0.037
1.11,-0.031
1.12,-0.027
1.1300000000000001,0.009
1.1400000000000001,0.064
1.1500000000000001,0.054
1.16,0.022
1.17,-0.007
1.18,-0.026
1.19,-0.039
1.2,-0.072
1.21,-0.057
1.22,-0.069
1.23,-0.068
1.24,-0.105
1.25,-0.078
1.26,-0.097
1.27,-0.11
1.28,-0.025
1.29,-0.053
1.3,0.516
1.31,0.61
1.32,-0.015
1.33,-0.139
1.34,-0.163
1.35,-0.114
1.36,-0.104
1.37,-0.118
1.3800000000000001,-0.103
1.3900000000000001,-0.137
1.4000000000000001,-0.124
1.41,-0.133
1.42,-0.123
1.43,-0.125
1.44,-0.127
1.45,-0.131
1.46,-0.145
1.47,-0.159
1.48,-0.174
1.49,-0.205
1.5,-0.252
1.51,-0.269
1.52,-0.267
1.53,-0.261
1.54,-0.247
1.55,-0.211
1.56,-0.146
1.57,-0.094
1.58,-0.059
1.59,-0.037
1.6,-0.023
1.61,-0.012
1.62,-0.007
1.6300000000000001,-0.001
1.6400000000000001,0.004
1.6500000000000001,0.011
1.6600000000000001,0.014
1.67,0.01
1.68,0.01
