time,mV
0,-0.032
0.01,-0.018
0.02,0.02
0.03,0.021
0.04,0.03
0.05,0.036
0.06,0.042
0.07,0.052
0.08,0.061
0.09,0.082
0.1,0.095
0.11,0.125
0.12,0.171
0.13,0.22
0.14,0.28
0.15,0.298
0.16,0.289
0.17,0.282
0.18,0.237
0.19,0.178
0.2,0.116
0.21,0.067
0.22,0.024
0.23,-0.024
0.24,-0.033
0.25,-0.039
0.26,-0.048
0.27,-0.047
0.28,-0.049
0.29,-0.046
0.3,-0.044
0.31,-0.04
0.32,-0.041
0.33,-0.047
0.34,-0.051
0.35000000000000003,-0.052
0.36,-0.058
0.37,-0.044
0.38,-0.034
0.39,-0.054
0.4,-0.051
0.41000000000000003,-0.051
0.42,-0.051
0.43,-0.049
0.44,-0.043
0.45,-0.001
0.46,0.005
0.47000000000000003,-0.009
0.48,0.03
0.49,0.042
0.5,0.029
0.51,0.035
0.52,-0.02
0.53,-0.059
0.54,-0.068
0.55,-0.073
0.56,-0.062
0.5700000000000001,-0.057
0.58,-0.048
0.59,-0.05
0.6,-0.046
0.61,-0.056
0.62,0.162
0.63,0.455
0.64,0.233
0.65,-0.223
0.66,-0.279
0.67,-0.104
0.68,-0.057
0.6900000000000001,-0.034
0.7000000000000001,-0.019
0.71,-0.021
0.72,-0.012
0.73,-0.01
0.74,-0.006
0.75,0.009
0.76,0.033
0.77,0.044
0.78,0.05
0.79,0.068
0.8,0.102
0.81,0.14
0.8200000000000001,0.175
0.8300000000000001,0.21
0.84,0.263
0.85,0.277
0.86,0.264
0.87,0.266
0.88,0.236
0.89,0.176
0.9,0.106
0.91,0.063
0.92,0.035
0.93,-0.009
0.9400000000000001,-0.029
0.9500000000000001,-0.04
0.96,-0.049
0.97,-0.047
0.98,-0.05
0.99,-0.05
1,-0.05
1.01,-0.048
1.02,-0.049
1.03,-0.045
1.04,-0.044
1.05,-0.038
1.06,-0.01
1.07,-0.002
1.08,-0.007
1.09,-0.005
1.1,-0.008
1.11,-0.003
1.12,0.023
1.1300000000000001,0.024
1.1400000000000001,0.039
1.1500000000000001,0.081
1.16,0.067
1.17,0.066
1.18,0.044
1.19,-0.013
1.2,-0.018
1.21,-0.04
1.22,-0.045
1.23,-0.031
1.24,-0.024
1.25,-0.025
1.26,-0.029
1.27,-0.044
1.28,-0.007
1.29,0.311
1.3,0.515
1.31,0.174
1.32,-0.226
1.33,-0.19
1.34,-0.047
1.35,-0.043
1.36,-0.011
1.37,0.001
1.3800000000000001,0.016
1.3900000000000001,0.043
1.4000000000000001,0.047
1.41,0.053
1.42,0.054
1.43,0.059
1.44,0.065
1.45,0.077
1.46,0.096
1.47,0.122
1.48,0.148
1.49,0.193
1.5,0.252
1.51,0.288
1.52,0.304
1.53,0.296
1.54,0.281
1.55,0.241
1.56,0.177
1.57,0.119
1.58,0.06
1.59,0.024
1.6,0.003
1.61,-0.016
1.62,-0.024
1.6300000000000001,-0.029
1.6400000000000001,-0.034
1.6500000000000001,-0.041
1.6600000000000001,-0.044
1.67,-0.036
1.68,-0.035
1.69,-0.034
1.7,-0.03
1.71,-0.029
1.72,-0.035
1.73,-0.042
1.74,-0.038
1.75,-0.035
1.76,-0.032
1.77,-0.03
1.78,-0.023
1.79,-0.023
1.8,-0.011
1.81,0.01
1.82,0.024
1.83,0.054
1.84,0.082
1.85,0.09
1.86,0.059
1.87,0.004
1.8800000000000001,-0.033
1.8900000000000001,-0.046
1.9000000000000001,-0.046
1.9100000000000001,-0.048
1.92,-0.056
1.93,-0.045
1.94,-0.044
1.95,-0.056
1.96,-0.076
1.97,0.067
1.98,0.431
1.99,0.437
2,-0.048
2.0100000000000002,-0.295
2.02,-0.15
2.0300000000000002,-0.062
2.04,-0.042
2.05,-0.014
2.06,-0.015
2.07,-0.009
2.08,-0.007
2.09,-0.006
2.1,0.002
2.11,0.031
2.12,0.053
2.13,0.054
2.14,0.063
2.15,0.098
2.16,0.132
2.17,0.163
2.18,0.22
2.19,0.264
2.2,0.289
2.21,0.303
2.22,0.292
2.23,0.273
2.24,0.228
2.25,0.163
2.2600000000000002,0.1
2.27,0.051
2.2800000000000002,0.018
2.29,-0.001
2.3000000000000003,-0.01
2.31,-0.02
2.32,-0.031
2.33,-0.037
2.34,-0.038
2.35,-0.04
2.36,-0.04
2.37,-0.043
2.38,-0.047
2.39,-0.036
2.4,-0.024
2.41,-0.027
2.42,-0.031
2.43,-0.034
