time,mV
0,-0.085
0.01,-0.092
0.02,-0.035
0.03,0.036
0.04,-0.075
0.05,-0.449
0.06,-0.299
0.07,-0.065
0.08,-0.141
0.09,-0.089
0.1,-0.063
0.11,-0.069
0.12,-0.026
0.13,-0.02
0.14,-0.083
0.15,-0.068
0.16,-0.045
0.17,-0.047
0.18,-0.009
0.19,-0.006
0.2,-0.014
0.21,0.011
0.22,0.057
0.23,0.097
0.24,0.117
0.25,0.133
0.26,0.14
0.27,0.132
0.28,0.168
0.29,0.185
0.3,0.189
0.31,0.18
0.32,0.172
0.33,0.202
0.34,0.181
0.35000000000000003,0.181
0.36,0.152
0.37,0.112
0.38,0.135
0.39,0.126
0.4,0.114
0.41000000000000003,0.076
0.42,0.063
0.43,0.077
0.44,0.042
0.45,-0.003
0.46,-0.064
0.47000000000000003,-0.106
0.48,-0.134
0.49,-0.108
0.5,-0.086
0.51,-0.079
0.52,-0.014
0.53,-0.005
0.54,0.008
0.55,0.057
0.56,0.038
0.5700000000000001,0.07
0.58,0.047
0.59,-0.29
0.6,-0.367
0.61,-0.138
0.62,-0.072
0.63,-0.04
0.64,-0.025
0.65,0.045
0.66,0.019
0.67,-0.02
0.68,0.054
0.6900000000000001,0.03
0.7000000000000001,0.02
0.71,0.018
0.72,0.017
0.73,0.056
0.74,0.034
0.75,0.053
0.76,0.078
0.77,0.065
0.78,0.127
0.79,0.127
0.8,0.154
0.81,0.219
0.8200000000000001,0.225
0.8300000000000001,0.208
0.84,0.207
0.85,0.244
0.86,0.234
0.87,0.236
0.88,0.204
0.89,0.183
0.9,0.179
0.91,0.135
0.92,0.095
0.93,0.064
0.9400000000000001,0.089
0.9500000000000001,0.057
0.96,0.022
0.97,0.038
0.98,0.003
0.99,-0.048
1,-0.088
1.01,-0.1
1.02,-0.135
1.03,-0.188
1.04,-0.144
1.05,-0.095
1.06,-0.086
1.07,-0.055
1.08,-0.081
1.09,-0.059
1.1,-0.045
1.11,-0.048
1.12,0.035
1.1300000000000001,-0.285
1.1400000000000001,-0.549
1.1500000000000001,-0.254
1.16,-0.136
1.17,-0.132
1.18,-0.077
1.19,-0.077
1.2,-0.044
1.21,-0.063
1.22,-0.035
1.23,-0.04
1.24,-0.073
1.25,-0.046
1.26,-0.049
1.27,-0.035
1.28,-0.045
1.29,-0.022
1.3,0.051
1.31,0.055
1.32,0.074
1.33,0.096
1.34,0.097
1.35,0.137
1.36,0.184
1.37,0.204
1.3800000000000001,0.184
1.3900000000000001,0.194
1.4000000000000001,0.217
1.41,0.152
1.42,0.111
1.43,0.12
1.44,0.1
1.45,0.101
1.46,0.092
1.47,0.074
1.48,0.043
1.49,0.002
1.5,0
1.51,-0.013
1.52,-0.023
1.53,-0.053
1.54,-0.166
1.55,-0.165
1.56,-0.147
1.57,-0.213
1.58,-0.184
1.59,-0.174
1.6,-0.157
1.61,-0.126
1.62,-0.103
1.6300000000000001,-0.093
1.6400000000000001,-0.1
1.6500000000000001,-0.054
1.6600000000000001,0.018
1.67,-0.117
1.68,-0.477
1.69,-0.396
1.7,-0.144
1.71,-0.159
1.72,-0.123
1.73,-0.098
1.74,-0.093
1.75,-0.091
1.76,-0.091
1.77,-0.075
1.78,-0.068
1.79,-0.057
1.8,-0.055
1.81,-0.051
1.82,-0.05
1.83,-0.046
1.84,0.011
1.85,0.084
1.86,0.061
1.87,0.042
1.8800000000000001,0.105
1.8900000000000001,0.117
1.9000000000000001,0.134
1.9100000000000001,0.168
1.92,0.157
1.93,0.185
1.94,0.194
1.95,0.174
1.96,0.153
1.97,0.134
1.98,0.114
1.99,0.074
2,0.062
2.0100000000000002,0.101
2.02,0.092
2.0300000000000002,0.022
2.04,0.053
2.05,0.029
2.06,-0.001
2.07,-0.025
2.08,-0.109
2.09,-0.098
2.1,-0.158
2.11,-0.172
2.12,-0.149
2.13,-0.161
2.14,-0.132
2.15,-0.136
2.16,-0.091
2.17,-0.103
2.18,-0.042
2.19,0.022
2.2,-0.015
2.21,-0.017
2.22,-0.327
2.23,-0.39
2.24,-0.11
2.25,-0.118
2.2600000000000002,-0.105
2.27,-0.058
2.2800000000000002,-0.059
2.29,-0.057
2.3000000000000003,-0.06
2.31,-0.008
2.32,-0.044
2.33,-0.033
2.34,0.035
2.35,0.006
2.36,0.013
2.37,0.024
2.38,0.046
2.39,0.073
2.4,0.089
2.41,0.127
2.42,0.127
2.43,0.14
2.44,0.189
2.45,0.203
2.46,0.213
2.47,0.245
2.48,0.26
2.49,0.254
2.5,0.219
2.5100000000000002,0.212
2.52,0.215
2.5300000000000002,0.189
2.54,0.156
2.5500000000000003,0.147
2.56,0.162
2.57,0.15
2.58,0.129
2.59,0.113
2.6,0.08
2.61,0.087
2.62,0.057
2.63,-0.043
2.64,-0.063
2.65,-0.06
2.66,-0.047
2.67,-0.051
2.68,-0.046
2.69,-0.02
2.7,0.004
2.71,0.054
2.72,0.05
2.73,0.044
2.74,0.075
2.75,0.109
2.7600000000000002,-0.19
2.77,-0.387
2.7800000000000002,-0.098
2.79,-0.067
2.8000000000000003,-0.098
2.81,-0.035
2.82,-0.03
2.83,0.03
2.84,0.015
2.85,0.022
2.86,-0.01
2.87,-0.046
2.88,0.005
2.89,0.043
2.9,0.055
2.91,0.084
2.92,0.097
2.93,0.065
2.94,0.085
2.95,0.119
2.96,0.162
2.97,0.203
2.98,0.189
2.99,0.177
3,0.188
3.0100000000000002,0.223
3.02,0.244
3.0300000000000002,0.24
3.04,0.193
3.0500000000000003,0.172
3.06,0.149
3.0700000000000003,0.132
3.08,0.149
3.09,0.081
3.1,0.089
3.11,0.118
3.12,0.088
3.13,0.073
3.14,0.018
3.15,-0.029
3.16,-0.031
3.17,-0.098
3.18,-0.176
3.19,-0.171
3.2,-0.18
3.21,-0.179
3.22,-0.127
3.23,-0.091
3.24,-0.103
3.25,-0.096
3.2600000000000002,-0.094
3.27,-0.08
3.2800000000000002,-0.042
3.29,-0.008
3.3000000000000003,-0.195
3.31,-0.516
3.3200000000000003,-0.372
3.33,-0.145
3.34,-0.161
3.35,-0.139
3.36,-0.106
3.37,-0.099
3.38,-0.104
3.39,-0.078
3.4,-0.067
3.41,-0.066
3.42,-0.056
3.43,-0.057
3.44,-0.072
3.45,-0.055
3.46,-0.004
3.47,-0.013
3.48,0.024
3.49,0.057
3.5,0.062
3.5100000000000002,0.1
3.52,0.097
3.5300000000000002,0.15
3.54,0.154
3.5500000000000003,0.162
3.56,0.177
3.5700000000000003,0.15
3.58,0.159
3.59,0.109
3.6,0.101
3.61,0.07
3.62,0.057
3.63,0.051
3.64,0
3.65,0.002
3.66,-0.016
3.67,-0.045
3.68,-0.054
3.69,-0.026
3.7,-0.068
3.71,-0.14
3.72,-0.203
3.73,-0.231
3.74,-0.235
3.75,-0.247
3.7600000000000002,-0.21
3.77,-0.212
3.7800000000000002,-0.172
3.79,-0.129
3.8000000000000003,-0.158
3.81,-0.13
3.8200000000000003,-0.139
3.83,-0.088
3.84,-0.087
3.85,-0.431
3.86,-0.462
3.87,-0.228
3.88,-0.218
3.89,-0.155
3.9,-0.135
3.91,-0.175
3.92,-0.149
3.93,-0.142
3.94,-0.132
3.95,-0.111
3.96,-0.083
3.97,-0.125
3.98,-0.139
3.99,-0.066
4,-0.105
4.01,-0.079
4.0200000000000005,-0.035
4.03,-0.013
4.04,0.047
4.05,-0.004
4.0600000000000005,0.042
4.07,0.113
4.08,0.113
4.09,0.127
4.1,0.1
4.11,0.113
4.12,0.134
4.13,0.105
4.14,0.102
4.15,0.076
4.16,0.032
4.17,0.037
4.18,0.016
4.19,0.004
4.2,-0.001
4.21,-0.033
4.22,-0.017
4.23,-0.041
4.24,-0.081
4.25,-0.106
4.26,-0.166
4.2700000000000005,-0.169
4.28,-0.202
4.29,-0.214
4.3,-0.167
4.3100000000000005,-0.131
4.32,-0.127
4.33,-0.123
4.34,-0.051
4.3500000000000005,-0.122
4.36,-0.124
4.37,0.014
4.38,0.028
4.39,-0.243
4.4,-0.438
4.41,-0.222
4.42,-0.135
4.43,-0.109
4.44,-0.074
4.45,-0.099
4.46,-0.053
4.47,-0.008
4.48,0.005
4.49,-0.031
4.5,-0.017
4.51,-0.019
4.5200000000000005,-0.001
4.53,0.001
4.54,-0.007
4.55,0.039
4.5600000000000005,0.035
4.57,0.064
4.58,0.107
4.59,0.112
4.6000000000000005,0.158
4.61,0.182
4.62,0.184
4.63,0.205
4.64,0.194
4.65,0.241
4.66,0.283
4.67,0.261
4.68,0.233
4.69,0.206
4.7,0.214
4.71,0.176
4.72,0.149
4.73,0.161
4.74,0.159
4.75,0.159
4.76,0.155
4.7700000000000005,0.129
4.78,0.095
4.79,0.058
4.8,-0.001
4.8100000000000005,-0.026
4.82,-0.059
4.83,-0.107
4.84,-0.098
4.8500000000000005,-0.001
4.86,0.04
4.87,0.001
4.88,0.027
4.89,0.055
4.9,0.078
4.91,0.062
4.92,0.124
4.93,-0.022
4.94,-0.336
4.95,-0.199
4.96,-0.052
4.97,-0.047
4.98,0.023
4.99,0.023
5,0.045
5.01,0.067
5.0200000000000005,0.073
5.03,0.073
5.04,0.072
5.05,0.062
5.0600000000000005,0.055
5.07,0.077
5.08,0.085
5.09,0.07
5.1000000000000005,0.091
5.11,0.123
5.12,0.121
5.13,0.149
5.14,0.188
5.15,0.204
5.16,0.186
5.17,0.2
5.18,0.239
5.19,0.238
5.2,0.229
5.21,0.222
5.22,0.228
5.23,0.177
5.24,0.131
5.25,0.143
5.26,0.139
5.2700000000000005,0.139
5.28,0.139
5.29,0.124
5.3,0.073
5.3100000000000005,0.059
5.32,0.025
5.33,-0.057
5.34,-0.057
5.3500000000000005,-0.098
5.36,-0.15
5.37,-0.129
5.38,-0.161
5.39,-0.142
5.4,-0.075
5.41,-0.092
5.42,-0.08
5.43,-0.085
5.44,-0.076
5.45,-0.072
5.46,-0.049
5.47,-0.077
5.48,-0.442
5.49,-0.477
5.5,-0.175
5.51,-0.122
5.5200000000000005,-0.106
5.53,-0.091
5.54,-0.082
5.55,-0.073
