time,mV
0,0.089
0.01,0.127
0.02,0.122
0.03,0.162
0.04,0.146
0.05,0.08
0.06,0.002
0.07,-0.115
0.08,-0.103
0.09,-0.007
0.1,0.052
0.11,0.102
0.12,0.079
0.13,0.089
0.14,0.104
0.15,0.085
0.16,0.099
0.17,0.103
0.18,0.1
0.19,0.089
0.2,0.114
0.21,0.106
0.22,0.09
0.23,0.09
0.24,0.077
0.25,0.09
0.26,0.072
0.27,0.093
0.28,0.103
0.29,0.104
0.3,0.136
0.31,0.145
0.32,0.144
0.33,0.134
0.34,0.14
0.35000000000000003,0.116
0.36,0.119
0.37,0.125
0.38,0.117
0.39,0.134
0.4,0.123
0.41000000000000003,0.124
0.42,0.106
0.43,0.085
0.44,0.098
0.45,0.085
0.46,0.047
0.47000000000000003,0.029
0.48,0.04
0.49,0.035
0.5,0.035
0.51,0.061
0.52,0.047
0.53,0.062
0.54,0.069
0.55,0.046
0.56,0.061
0.5700000000000001,0.101
0.58,0.127
0.59,0.025
0.6,-0.007
0.61,-0.043
0.62,-0.173
0.63,-0.097
0.64,0.004
0.65,-0.002
0.66,0.035
0.67,0.027
0.68,-0.007
0.6900000000000001,0.028
0.7000000000000001,0.042
0.71,0.034
0.72,0.034
0.73,0.001
0.74,0.025
0.75,0.056
0.76,0.052
0.77,0.057
0.78,0.019
0.79,0.063
0.8,0.076
0.81,0.029
0.8200000000000001,0.04
0.8300000000000001,0.045
0.84,0.066
0.85,0.059
0.86,0.051
0.87,0.049
0.88,0.049
0.89,0.04
0.9,0.03
0.91,0.045
0.92,0.059
0.93,0.071
0.9400000000000001,0.032
0.9500000000000001,0.028
0.96,0.056
0.97,0.032
0.98,0.016
0.99,0.002
1,-0.046
1.01,-0.085
1.02,-0.064
1.03,-0.03
1.04,-0.036
1.05,-0.019
1.06,-0.014
1.07,-0.017
1.08,0.002
1.09,0.003
1.1,0.014
1.11,0.011
1.12,0.029
1.1300000000000001,-0.03
1.1400000000000001,-0.062
1.1500000000000001,-0.063
1.16,-0.153
1.17,-0.132
1.18,-0.066
1.19,-0.036
1.2,-0.032
1.21,-0.02
1.22,-0.027
1.23,-0.033
1.24,-0.007
1.25,-0.007
1.26,-0.016
1.27,-0.02
1.28,0.009
1.29,-0.004
1.3,-0.029
1.31,-0.003
1.32,0.005
1.33,0.02
1.34,0.042
1.35,0.028
1.36,0.032
1.37,0.04
1.3800000000000001,0.042
1.3900000000000001,0.034
1.4000000000000001,0.034
1.41,0.077
1.42,0.083
1.43,0.057
1.44,0.03
1.45,0.018
1.46,0.017
1.47,0.019
1.48,0.03
1.49,0.032
1.5,0.029
1.51,0.016
1.52,0.004
1.53,-0.022
1.54,-0.014
1.55,-0.041
1.56,-0.076
1.57,-0.029
1.58,-0.04
1.59,-0.022
1.6,-0.014
1.61,-0.025
1.62,-0.001
1.6300000000000001,-0.014
1.6400000000000001,0.005
1.6500000000000001,0.014
1.6600000000000001,0.03
1.67,0.011
1.68,-0.025
1.69,-0.041
1.7,-0.164
1.71,-0.162
1.72,-0.072
1.73,-0.059
1.74,-0.032
1.75,-0.022
1.76,-0.016
1.77,-0.02
1.78,-0.018
1.79,-0.021
1.8,-0.016
1.81,-0.013
1.82,0.012
1.83,0.059
1.84,0.007
1.85,-0.013
1.86,0.014
1.87,0.035
1.8800000000000001,0.043
1.8900000000000001,0.028
1.9000000000000001,0.031
1.9100000000000001,0.023
1.92,0.045
1.93,0.035
1.94,0.028
1.95,0.057
1.96,0.068
1.97,0.063
1.98,0.05
1.99,0.107
