time,mV
0,0.241
0.01,0.235
0.02,0.191
0.03,0.122
0.04,0.572
0.05,1.32
0.06,0.455
0.07,-0.374
0.08,0.001
0.09,0.148
0.1,0.207
0.11,0.224
0.12,0.202
0.13,0.21
0.14,0.244
0.15,0.276
0.16,0.259
0.17,0.233
0.18,0.185
0.19,0.159
0.2,0.114
0.21,0.065
0.22,-0.022
0.23,-0.097
0.24,-0.178
0.25,-0.27
0.26,-0.33
0.27,-0.397
0.28,-0.44
0.29,-0.486
0.3,-0.509
0.31,-0.496
0.32,-0.482
0.33,-0.429
0.34,-0.37
0.35000000000000003,-0.335
0.36,-0.257
0.37,-0.199
0.38,-0.174
0.39,-0.116
0.4,-0.086
0.41000000000000003,-0.043
0.42,0.009
0.43,0.052
0.44,0.095
0.45,0.164
0.46,0.255
0.47000000000000003,0.29
0.48,0.307
0.49,0.307
0.5,0.301
0.51,0.288
0.52,0.287
0.53,0.273
0.54,0.296
0.55,0.276
0.56,0.263
0.5700000000000001,0.234
0.58,0.406
0.59,1.32
0.6,1.059
0.61,-0.133
0.62,-0.049
0.63,0.201
0.64,0.226
0.65,0.29
0.66,0.273
0.67,0.326
0.68,0.3
0.6900000000000001,0.287
0.7000000000000001,0.274
0.71,0.267
0.72,0.257
0.73,0.255
0.74,0.236
0.75,0.175
0.76,0.114
0.77,0.041
0.78,-0.031
0.79,-0.14
0.8,-0.23
0.81,-0.303
0.8200000000000001,-0.378
0.8300000000000001,-0.418
0.84,-0.47
0.85,-0.483
0.86,-0.442
0.87,-0.417
0.88,-0.369
0.89,-0.292
0.9,-0.237
0.91,-0.195
0.92,-0.156
0.93,-0.115
0.9400000000000001,-0.089
0.9500000000000001,-0.063
0.96,-0.032
0.97,0.001
0.98,0.056
0.99,0.122
1,0.203
1.01,0.247
1.02,0.258
1.03,0.28
1.04,0.289
1.05,0.254
1.06,0.241
1.07,0.224
1.08,0.238
1.09,0.239
1.1,0.205
1.11,0.239
1.12,0.251
1.1300000000000001,1.083
1.1400000000000001,1.393
1.1500000000000001,0.142
1.16,-0.169
1.17,0.155
1.18,0.171
1.19,0.241
1.2,0.211
1.21,0.242
1.22,0.228
1.23,0.222
1.24,0.219
1.25,0.2
1.26,0.2
1.27,0.173
1.28,0.144
1.29,0.106
1.3,0.053
1.31,-0.017
1.32,-0.11
1.33,-0.208
1.34,-0.282
1.35,-0.363
1.36,-0.445
1.37,-0.479
1.3800000000000001,-0.516
1.3900000000000001,-0.546
1.4000000000000001,-0.54
1.41,-0.519
1.42,-0.443
1.43,-0.385
1.44,-0.329
1.45,-0.258
1.46,-0.225
1.47,-0.196
1.48,-0.155
1.49,-0.119
1.5,-0.085
1.51,-0.049
1.52,-0.036
1.53,0.034
1.54,0.129
1.55,0.158
1.56,0.191
1.57,0.208
1.58,0.211
1.59,0.203
1.6,0.178
1.61,0.191
1.62,0.157
1.6300000000000001,0.162
1.6400000000000001,0.16
1.6500000000000001,0.142
1.6600000000000001,0.105
1.67,0.586
1.68,1.387
1.69,0.584
1.7,-0.299
1.71,0.016
1.72,0.109
1.73,0.178
1.74,0.198
1.75,0.169
1.76,0.204
1.77,0.179
1.78,0.187
1.79,0.167
1.8,0.16
1.81,0.143
1.82,0.118
1.83,0.081
1.84,0.01
1.85,-0.056
1.86,-0.125
1.87,-0.218
1.8800000000000001,-0.302
1.8900000000000001,-0.377
1.9000000000000001,-0.436
1.9100000000000001,-0.481
1.92,-0.528
1.93,-0.544
1.94,-0.544
1.95,-0.535
1.96,-0.476
1.97,-0.418
1.98,-0.353
1.99,-0.285
2,-0.242
2.0100000000000002,-0.216
2.02,-0.189
2.0300000000000002,-0.148
2.04,-0.112
2.05,-0.065
2.06,-0.047
2.07,-0.003
2.08,0.075
2.09,0.111
2.1,0.17
2.11,0.21
2.12,0.191
2.13,0.192
2.14,0.184
2.15,0.184
2.16,0.153
2.17,0.151
2.18,0.138
2.19,0.125
2.2,0.102
2.21,0.273
2.22,1.144
2.23,0.833
2.24,-0.354
2.25,-0.235
2.2600000000000002,0.041
2.27,0.095
2.2800000000000002,0.157
2.29,0.139
2.3000000000000003,0.156
2.31,0.133
2.32,0.179
2.33,0.15
2.34,0.133
2.35,0.12
2.36,0.099
2.37,0.078
2.38,0.01
2.39,-0.059
2.4,-0.123
2.41,-0.204
2.42,-0.309
2.43,-0.374
2.44,-0.433
2.45,-0.476
2.46,-0.519
2.47,-0.559
2.48,-0.548
2.49,-0.535
2.5,-0.519
2.5100000000000002,-0.437
2.52,-0.347
2.5300000000000002,-0.294
2.54,-0.23
2.5500000000000003,-0.205
2.56,-0.174
2.57,-0.115
2.58,-0.078
2.59,-0.04
2.6,0.013
2.61,0.068
2.62,0.125
2.63,0.189
2.64,0.25
2.65,0.274
2.66,0.266
2.67,0.301
2.68,0.3
2.69,0.277
2.7,0.261
2.71,0.255
2.72,0.259
2.73,0.238
2.74,0.219
2.75,0.251
2.7600000000000002,1.084
2.77,1.317
2.7800000000000002,0.081
2.79,-0.182
2.8000000000000003,0.182
2.81,0.205
2.82,0.278
2.83,0.254
2.84,0.262
2.85,0.253
2.86,0.247
2.87,0.248
2.88,0.24
2.89,0.25
2.9,0.234
2.91,0.209
2.92,0.161
2.93,0.111
2.94,0.043
2.95,-0.056
2.96,-0.15
2.97,-0.248
2.98,-0.324
2.99,-0.378
3,-0.43
3.0100000000000002,-0.48
3.02,-0.506
3.0300000000000002,-0.489
3.04,-0.446
3.0500000000000003,-0.391
3.06,-0.35
3.0700000000000003,-0.286
3.08,-0.226
3.09,-0.185
3.1,-0.153
3.11,-0.131
3.12,-0.103
3.13,-0.076
3.14,-0.012
3.15,0.022
3.16,0.055
3.17,0.153
3.18,0.209
3.19,0.237
3.2,0.257
3.21,0.262
3.22,0.24
3.23,0.212
3.24,0.223
3.25,0.198
3.2600000000000002,0.216
3.27,0.184
3.2800000000000002,0.185
3.29,0.189
3.3000000000000003,0.772
3.31,1.481
3.3200000000000003,0.52
3.33,-0.235
3.34,0.09
3.35,0.148
3.36,0.231
3.37,0.244
3.38,0.224
3.39,0.226
3.4,0.199
3.41,0.203
3.42,0.178
3.43,0.185
3.44,0.182
3.45,0.15
3.46,0.092
3.47,0.042
3.48,-0.029
3.49,-0.104
3.5,-0.19
3.5100000000000002,-0.294
3.52,-0.371
3.5300000000000002,-0.451
3.54,-0.505
3.5500000000000003,-0.548
3.56,-0.559
3.5700000000000003,-0.562
3.58,-0.544
3.59,-0.488
3.6,-0.446
3.61,-0.368
3.62,-0.311
3.63,-0.278
3.64,-0.233
3.65,-0.196
3.66,-0.163
3.67,-0.131
3.68,-0.117
3.69,-0.074
3.7,-0.018
3.71,0.045
3.72,0.127
3.73,0.157
3.74,0.172
3.75,0.176
3.7600000000000002,0.176
3.77,0.165
3.7800000000000002,0.162
3.79,0.138
3.8000000000000003,0.14
3.81,0.118
3.8200000000000003,0.126
3.83,0.075
3.84,0.287
3.85,1.22
3.86,0.88
3.87,-0.262
3.88,-0.151
3.89,0.079
3.9,0.121
3.91,0.164
3.92,0.115
3.93,0.159
3.94,0.155
3.95,0.156
3.96,0.139
3.97,0.135
3.98,0.136
3.99,0.098
4,0.085
4.01,0.044
4.0200000000000005,-0.028
4.03,-0.116
4.04,-0.207
4.05,-0.259
4.0600000000000005,-0.343
4.07,-0.431
4.08,-0.466
4.09,-0.496
4.1,-0.536
4.11,-0.54
4.12,-0.51
4.13,-0.495
4.14,-0.438
4.15,-0.359
4.16,-0.293
4.17,-0.236
4.18,-0.214
4.19,-0.181
4.2,-0.152
4.21,-0.123
4.22,-0.088
4.23,-0.039
4.24,-0.011
4.25,0.039
4.26,0.141
4.2700000000000005,0.17
4.28,0.191
4.29,0.206
4.3,0.185
4.3100000000000005,0.174
4.32,0.179
4.33,0.172
4.34,0.161
4.3500000000000005,0.169
4.36,0.14
4.37,0.093
4.38,0.12
4.39,0.885
4.4,1.148
4.41,-0.046
4.42,-0.389
4.43,0.015
4.44,0.077
4.45,0.143
4.46,0.129
4.47,0.134
4.48,0.129
4.49,0.135
4.5,0.171
4.51,0.116
4.5200000000000005,0.087
4.53,0.092
4.54,0.038
4.55,0.013
4.5600000000000005,-0.044
4.57,-0.151
4.58,-0.223
4.59,-0.321
4.6000000000000005,-0.428
4.61,-0.48
4.62,-0.527
4.63,-0.591
4.64,-0.605
4.65,-0.638
4.66,-0.645
4.67,-0.606
4.68,-0.561
4.69,-0.485
4.7,-0.448
4.71,-0.393
4.72,-0.332
4.73,-0.293
4.74,-0.238
4.75,-0.206
4.76,-0.184
4.7700000000000005,-0.123
4.78,-0.076
4.79,-0.023
4.8,0.054
4.8100000000000005,0.107
4.82,0.183
4.83,0.201
4.84,0.219
4.8500000000000005,0.203
4.86,0.18
4.87,0.238
4.88,0.222
4.89,0.233
4.9,0.202
4.91,0.221
4.92,0.18
4.93,0.686
4.94,1.448
4.95,0.537
4.96,-0.303
4.97,0.036
4.98,0.162
4.99,0.238
5,0.269
5.01,0.27
5.0200000000000005,0.288
5.03,0.266
5.04,0.279
5.05,0.263
5.0600000000000005,0.261
5.07,0.235
5.08,0.193
5.09,0.159
5.1000000000000005,0.102
5.11,0.036
5.12,-0.028
5.13,-0.126
5.14,-0.233
5.15,-0.324
5.16,-0.402
5.17,-0.445
5.18,-0.476
5.19,-0.51
5.2,-0.501
5.21,-0.476
5.22,-0.432
5.23,-0.36
5.24,-0.314
5.25,-0.28
5.26,-0.215
5.2700000000000005,-0.164
5.28,-0.158
5.29,-0.132
5.3,-0.088
5.3100000000000005,-0.054
5.32,-0.012
5.33,0.028
5.34,0.111
5.3500000000000005,0.18
5.36,0.217
5.37,0.246
5.38,0.228
5.39,0.26
5.4,0.238
5.41,0.215
5.42,0.204
5.43,0.211
5.44,0.201
5.45,0.166
5.46,0.169
5.47,0.468
5.48,1.397
5.49,1.005
5.5,-0.179
5.51,-0.056
5.5200000000000005,0.141
5.53,0.167
5.54,0.234
5.55,0.205
5.5600000000000005,0.227
5.57,0.203
5.58,0.212
5.59,0.204
5.6000000000000005,0.206
5.61,0.175
5.62,0.138
5.63,0.132
5.64,0.084
5.65,0.011
5.66,-0.069
5.67,-0.148
5.68,-0.245
5.69,-0.339
5.7,-0.4
5.71,-0.471
5.72,-0.513
5.73,-0.55
5.74,-0.585
5.75,-0.551
5.76,-0.5
5.7700000000000005,-0.442
5.78,-0.378
5.79,-0.32
5.8,-0.258
5.8100000000000005,-0.219
5.82,-0.204
5.83,-0.186
5.84,-0.141
5.8500000000000005,-0.106
5.86,-0.076
5.87,-0.028
5.88,0.029
5.89,0.097
5.9,0.134
5.91,0.142
5.92,0.154
5.93,0.163
5.94,0.129
5.95,0.13
5.96,0.123
5.97,0.114
5.98,0.123
5.99,0.094
6,0.116
6.01,0.148
6.0200000000000005,0.952
6.03,1.226
6.04,0.019
6.05,-0.234
6.0600000000000005,0.088
6.07,0.081
6.08,0.138
6.09,0.11
6.1000000000000005,0.173
6.11,0.171
6.12,0.166
6.13,0.162
6.140000000000001,0.141
6.15,0.137
6.16,0.109
6.17,0.078
6.18,0.025
6.19,-0.024
6.2,-0.101
6.21,-0.168
6.22,-0.277
6.23,-0.382
6.24,-0.406
6.25,-0.488
6.26,-0.551
6.2700000000000005,-0.577
6.28,-0.609
6.29,-0.592
6.3,-0.571
6.3100000000000005,-0.512
6.32,-0.438
6.33,-0.371
6.34,-0.3
6.3500000000000005,-0.273
6.36,-0.242
6.37,-0.201
6.38,-0.163
6.390000000000001,-0.138
6.4,-0.118
6.41,-0.09
6.42,-0.044
6.43,0.082
6.44,0.119
6.45,0.121
6.46,0.166
6.47,0.158
6.48,0.145
6.49,0.128
6.5,0.132
6.51,0.102
6.5200000000000005,0.143
6.53,0.127
6.54,0.107
6.55,0.062
6.5600000000000005,0.499
6.57,1.254
6.58,0.393
6.59,-0.44
6.6000000000000005,-0.027
6.61,0.096
6.62,0.133
6.63,0.135
6.640000000000001,0.151
6.65,0.192
6.66,0.166
6.67,0.205
6.68,0.187
6.69,0.176
6.7,0.129
6.71,0.095
6.72,0.066
6.73,0.009
6.74,-0.072
6.75,-0.154
6.76,-0.228
6.7700000000000005,-0.312
6.78,-0.397
6.79,-0.471
6.8,-0.503
6.8100000000000005,-0.535
6.82,-0.548
6.83,-0.567
6.84,-0.564
6.8500000000000005,-0.505
6.86,-0.442
6.87,-0.389
6.88,-0.336
6.890000000000001,-0.298
6.9,-0.267
6.91,-0.22
6.92,-0.189
6.93,-0.15
6.94,-0.112
6.95,-0.074
6.96,-0.013
6.97,0.039
6.98,0.088
6.99,0.156
7,0.163
7.01,0.165
7.0200000000000005,0.189
7.03,0.154
7.04,0.132
7.05,0.111
7.0600000000000005,0.144
7.07,0.101
7.08,0.101
7.09,0.079
7.1000000000000005,0.309
7.11,1.216
7.12,0.789
7.13,-0.381
7.140000000000001,-0.201
7.15,0.072
7.16,0.102
7.17,0.169
7.18,0.152
7.19,0.171
7.2,0.16
7.21,0.176
7.22,0.154
7.23,0.17
7.24,0.156
7.25,0.129
7.26,0.124
7.2700000000000005,0.059
7.28,-0.008
7.29,-0.091
7.3,-0.146
7.3100000000000005,-0.219
7.32,-0.31
7.33,-0.359
7.34,-0.407
7.3500000000000005,-0.433
7.36,-0.472
7.37,-0.468
7.38,-0.43
7.390000000000001,-0.423
7.4,-0.353
7.41,-0.266
7.42,-0.224
7.43,-0.199
7.44,-0.158
7.45,-0.099
7.46,-0.061
7.47,-0.02
7.48,0.017
7.49,0.033
7.5,0.082
7.51,0.164
7.5200000000000005,0.228
7.53,0.28
7.54,0.317
7.55,0.308
7.5600000000000005,0.306
7.57,0.298
7.58,0.292
7.59,0.291
7.6000000000000005,0.267
7.61,0.284
7.62,0.227
7.63,0.226
7.640000000000001,0.252
7.65,0.941
7.66,1.508
7.67,0.418
7.68,-0.165
7.69,0.16
7.7,0.222
7.71,0.306
7.72,0.295
7.73,0.308
7.74,0.298
7.75,0.306
7.76,0.313
7.7700000000000005,0.289
7.78,0.296
7.79,0.273
7.8,0.249
7.8100000000000005,0.202
7.82,0.152
7.83,0.09
7.84,-0.002
7.8500000000000005,-0.091
7.86,-0.176
7.87,-0.274
7.88,-0.327
7.890000000000001,-0.391
7.9,-0.45
7.91,-0.454
7.92,-0.464
7.930000000000001,-0.431
7.94,-0.379
7.95,-0.339
7.96,-0.27
7.97,-0.206
7.98,-0.165
7.99,-0.124
8,-0.091
8.01,-0.066
8.02,-0.037
8.03,0.002
8.040000000000001,0.024
8.05,0.051
8.06,0.138
8.07,0.21
8.08,0.239
8.09,0.242
8.1,0.263
8.11,0.283
8.120000000000001,0.236
8.13,0.241
8.14,0.225
8.15,0.22
8.16,0.218
8.17,0.217
8.18,0.224
8.19,0.409
8.2,1.319
8.21,1.13
8.22,-0.063
8.23,-0.046
8.24,0.179
8.25,0.197
8.26,0.253
8.27,0.207
8.28,0.224
8.290000000000001,0.195
8.3,0.205
8.31,0.204
8.32,0.198
8.33,0.174
8.34,0.142
8.35,0.117
8.36,0.074
8.370000000000001,0.013
8.38,-0.086
8.39,-0.151
8.4,-0.227
8.41,-0.325
8.42,-0.406
8.43,-0.47
8.44,-0.516
8.45,-0.557
8.46,-0.559
8.47,-0.558
8.48,-0.532
8.49,-0.487
8.5,-0.421
8.51,-0.329
8.52,-0.283
8.53,-0.256
8.540000000000001,-0.237
8.55,-0.185
8.56,-0.151
8.57,-0.142
8.58,-0.112
8.59,-0.069
8.6,0.018
8.61,0.083
8.620000000000001,0.13
8.63,0.171
8.64,0.182
8.65,0.19
8.66,0.156
8.67,0.173
8.68,0.174
8.69,0.149
8.700000000000001,0.197
8.71,0.162
8.72,0.182
8.73,0.137
8.74,0.77
8.75,1.301
8.76,0.198
8.77,-0.276
8.78,0.096
8.790000000000001,0.107
8.8,0.212
8.81,0.213
8.82,0.214
8.83,0.212
8.84,0.195
8.85,0.201
8.86,0.18
8.870000000000001,0.176
8.88,0.149
8.89,0.131
8.9,0.08
8.91,0.049
8.92,-0.022
8.93,-0.125
8.94,-0.196
8.950000000000001,-0.312
8.96,-0.355
8.97,-0.414
8.98,-0.478
8.99,-0.491
9,-0.533
9.01,-0.516
9.02,-0.497
9.03,-0.446
9.040000000000001,-0.364
9.05,-0.322
9.06,-0.278
9.07,-0.226
9.08,-0.174
9.09,-0.16
9.1,-0.134
9.11,-0.073
9.120000000000001,-0.031
9.13,-0.01
9.14,0.028
9.15,0.095
9.16,0.137
9.17,0.197
9.18,0.219
9.19,0.186
9.200000000000001,0.182
9.21,0.174
9.22,0.171
9.23,0.139
9.24,0.152
9.25,0.16
9.26,0.142
