time,mV
0,0.057
0.01,0.093
0.02,0.112
0.03,0.101
0.04,0.029
0.05,-0.333
0.06,-0.586
0.07,-0.418
0.08,-0.205
0.09,-0.02
0.1,0.087
0.11,0.12
0.12,0.126
0.13,0.102
0.14,0.158
0.15,0.163
0.16,0.155
0.17,0.15
0.18,0.145
0.19,0.182
0.2,0.152
0.21,0.14
0.22,0.139
0.23,0.122
0.24,0.116
0.25,0.094
0.26,0.095
0.27,0.087
0.28,0.061
0.29,0.046
0.3,0.033
0.31,0.023
0.32,0.011
0.33,0
0.34,0.029
0.35000000000000003,0.048
0.36,0.063
0.37,0.075
0.38,0.018
0.39,0.029
0.4,0.053
0.41000000000000003,0.068
0.42,0.096
0.43,0.074
0.44,0.062
0.45,0.06
0.46,0.087
0.47000000000000003,0.063
0.48,0.031
0.49,0.02
0.5,0.021
0.51,0.063
0.52,0.051
0.53,0.05
0.54,0.069
0.55,0.081
0.56,0.077
0.5700000000000001,0.083
0.58,0.038
0.59,-0.248
0.6,-0.502
0.61,-0.511
0.62,-0.304
0.63,-0.075
0.64,-0.002
0.65,0.047
0.66,0.082
0.67,0.087
0.68,0.091
0.6900000000000001,0.105
0.7000000000000001,0.108
0.71,0.097
0.72,0.078
0.73,0.101
0.74,0.123
0.75,0.099
0.76,0.083
0.77,0.08
0.78,0.087
0.79,0.07
0.8,0.024
0.81,-0.019
0.8200000000000001,-0.014
0.8300000000000001,-0.055
0.84,-0.104
0.85,-0.09
0.86,-0.084
0.87,-0.109
0.88,-0.112
0.89,-0.085
0.9,-0.064
0.91,-0.058
0.92,-0.087
0.93,-0.07
0.9400000000000001,-0.059
0.9500000000000001,-0.055
0.96,-0.047
0.97,-0.04
0.98,-0.036
0.99,-0.048
1,-0.014
1.01,-0.04
1.02,-0.093
1.03,-0.112
1.04,-0.111
1.05,-0.087
1.06,-0.069
1.07,-0.059
1.08,-0.047
1.09,-0.042
1.1,-0.026
1.11,0.033
1.12,0.008
1.1300000000000001,-0.197
1.1400000000000001,-0.55
1.1500000000000001,-0.65
1.16,-0.407
1.17,-0.203
1.18,-0.063
1.19,0.012
1.2,0.031
1.21,0.037
1.22,0.024
1.23,0.031
1.24,0.056
1.25,0.063
1.26,0.052
1.27,0.061
1.28,0.078
1.29,0.083
1.3,0.075
1.31,0.07
1.32,0.033
1.33,0.006
1.34,0.02
1.35,-0.003
1.36,-0.064
1.37,-0.09
1.3800000000000001,-0.079
1.3900000000000001,-0.11
1.4000000000000001,-0.105
1.41,-0.123
1.42,-0.181
1.43,-0.144
1.44,-0.105
1.45,-0.095
1.46,-0.082
1.47,-0.089
1.48,-0.055
1.49,-0.055
1.5,-0.108
1.51,-0.099
1.52,-0.093
1.53,-0.092
1.54,-0.087
1.55,-0.085
1.56,-0.108
1.57,-0.086
1.58,-0.056
1.59,-0.103
1.6,-0.09
1.61,-0.076
1.62,-0.073
1.6300000000000001,-0.067
1.6400000000000001,-0.046
1.6500000000000001,-0.001
1.6600000000000001,0.021
1.67,-0.051
1.68,-0.373
1.69,-0.658
1.7,-0.536
1.71,-0.272
1.72,-0.115
1.73,0
1.74,0.038
1.75,0.067
