time,mV
0,0.29
0.01,0.285
0.02,0.253
0.03,0.215
0.04,0.604
0.05,1.126
0.06,0.238
0.07,-0.409
0.08,0.059
0.09,0.232
0.1,0.326
0.11,0.366
0.12,0.323
0.13,0.33
0.14,0.383
0.15,0.415
0.16,0.393
0.17,0.381
0.18,0.346
0.19,0.333
0.2,0.281
0.21,0.235
0.22,0.192
0.23,0.131
0.24,0.051
0.25,-0.037
0.26,-0.104
0.27,-0.167
0.28,-0.218
0.29,-0.277
0.3,-0.311
0.31,-0.317
0.32,-0.311
0.33,-0.276
0.34,-0.23
0.35000000000000003,-0.195
0.36,-0.153
0.37,-0.11
0.38,-0.102
0.39,-0.095
0.4,-0.057
0.41000000000000003,-0.006
0.42,0.025
0.43,0.063
0.44,0.09
0.45,0.138
0.46,0.224
0.47000000000000003,0.251
0.48,0.242
0.49,0.233
0.5,0.228
0.51,0.211
0.52,0.216
0.53,0.203
0.54,0.213
0.55,0.198
0.56,0.211
0.5700000000000001,0.198
0.58,0.345
0.59,1.056
0.6,0.647
0.61,-0.409
0.62,-0.203
0.63,0.097
0.64,0.148
0.65,0.201
0.66,0.182
0.67,0.221
0.68,0.196
0.6900000000000001,0.199
0.7000000000000001,0.189
0.71,0.181
0.72,0.174
0.73,0.161
0.74,0.13
0.75,0.076
0.76,0.013
0.77,-0.05
0.78,-0.123
0.79,-0.231
0.8,-0.314
0.81,-0.393
0.8200000000000001,-0.459
0.8300000000000001,-0.504
0.84,-0.565
0.85,-0.592
0.86,-0.572
0.87,-0.55
0.88,-0.504
0.89,-0.427
0.9,-0.375
0.91,-0.335
0.92,-0.295
0.93,-0.261
0.9400000000000001,-0.232
0.9500000000000001,-0.205
0.96,-0.178
0.97,-0.151
0.98,-0.096
0.99,-0.026
1,0.041
1.01,0.085
1.02,0.095
1.03,0.11
1.04,0.126
1.05,0.099
1.06,0.104
1.07,0.094
1.08,0.086
1.09,0.094
1.1,0.058
1.11,0.087
1.12,0.168
1.1300000000000001,0.886
1.1400000000000001,0.953
1.1500000000000001,-0.241
1.16,-0.37
1.17,0.014
1.18,0.059
1.19,0.143
1.2,0.107
1.21,0.127
1.22,0.118
1.23,0.119
1.24,0.123
1.25,0.109
1.26,0.11
1.27,0.089
1.28,0.065
1.29,0.016
1.3,-0.019
1.31,-0.07
1.32,-0.161
1.33,-0.255
1.34,-0.33
1.35,-0.408
1.36,-0.489
1.37,-0.533
1.3800000000000001,-0.574
1.3900000000000001,-0.619
1.4000000000000001,-0.627
1.41,-0.592
1.42,-0.549
1.43,-0.476
1.44,-0.402
1.45,-0.357
1.46,-0.308
1.47,-0.273
1.48,-0.239
1.49,-0.211
1.5,-0.194
1.51,-0.155
1.52,-0.112
1.53,-0.061
1.54,0.002
1.55,0.056
1.56,0.084
1.57,0.075
1.58,0.097
1.59,0.105
1.6,0.084
1.61,0.092
1.62,0.066
1.6300000000000001,0.085
1.6400000000000001,0.081
1.6500000000000001,0.103
1.6600000000000001,0.073
1.67,0.518
1.68,1.143
1.69,0.223
1.7,-0.483
1.71,-0.058
1.72,0.067
1.73,0.172
1.74,0.194
1.75,0.187
1.76,0.208
1.77,0.179
1.78,0.191
1.79,0.17
1.8,0.173
1.81,0.17
1.82,0.163
1.83,0.126
1.84,0.088
1.85,0.051
1.86,-0.015
1.87,-0.103
1.8800000000000001,-0.181
1.8900000000000001,-0.245
1.9000000000000001,-0.314
1.9100000000000001,-0.364
1.92,-0.416
1.93,-0.44
1.94,-0.438
1.95,-0.445
1.96,-0.404
1.97,-0.332
1.98,-0.272
1.99,-0.213
2,-0.159
2.0100000000000002,-0.141
2.02,-0.12
2.0300000000000002,-0.086
2.04,-0.038
2.05,0.024
2.06,0.027
2.07,0.08
2.08,0.173
2.09,0.215
2.1,0.266
2.11,0.306
2.12,0.291
2.13,0.297
2.14,0.298
2.15,0.308
2.16,0.307
2.17,0.294
2.18,0.29
2.19,0.271
2.2,0.258
2.21,0.445
2.22,1.073
2.23,0.647
2.24,-0.348
2.25,-0.094
2.2600000000000002,0.226
2.27,0.282
2.2800000000000002,0.37
2.29,0.347
2.3000000000000003,0.36
2.31,0.347
2.32,0.374
2.33,0.367
2.34,0.34
2.35,0.31
2.36,0.29
2.37,0.27
2.38,0.213
2.39,0.157
2.4,0.096
2.41,0.025
2.42,-0.076
2.43,-0.15
2.44,-0.214
2.45,-0.278
2.46,-0.334
