time,mV
0,-0.031
0.01,-0.043
0.02,-0.051
0.03,-0.042
0.04,-0.04
0.05,-0.035
0.06,-0.03
0.07,-0.033
0.08,-0.037
0.09,-0.042
0.1,-0.045
0.11,-0.048
0.12,-0.05
0.13,-0.053
0.14,-0.056
0.15,-0.051
0.16,-0.05
0.17,-0.05
0.18,-0.045
0.19,-0.045
0.2,-0.046
0.21,-0.053
0.22,-0.059
0.23,-0.061
0.24,-0.059
0.25,-0.062
0.26,-0.072
0.27,-0.07
0.28,-0.063
0.29,-0.06
0.3,-0.055
0.31,-0.051
0.32,-0.053
0.33,-0.058
0.34,-0.06
0.35000000000000003,-0.06
0.36,-0.06
0.37,-0.06
0.38,-0.06
0.39,-0.06
0.4,-0.057
0.41000000000000003,-0.054
0.42,-0.051
0.43,-0.048
0.44,-0.045
0.45,-0.044
0.46,-0.038
0.47000000000000003,-0.03
0.48,-0.044
0.49,-0.05
0.5,-0.04
0.51,-0.035
0.52,-0.027
0.53,-0.022
0.54,-0.023
0.55,-0.038
0.56,-0.045
0.5700000000000001,-0.048
0.58,-0.042
0.59,-0.047
0.6,-0.045
0.61,-0.042
0.62,-0.055
0.63,-0.04
0.64,-0.066
0.65,-0.03
0.66,-0.021
0.67,0.475
0.68,1.089
0.6900000000000001,0.604
0.7000000000000001,0.044
0.71,-0.03
0.72,-0.054
0.73,-0.047
0.74,-0.08
0.75,-0.073
0.76,-0.073
0.77,-0.067
0.78,-0.06
0.79,-0.058
0.8,-0.048
0.81,-0.047
0.8200000000000001,-0.039
0.8300000000000001,-0.042
0.84,-0.033
0.85,0.006
0.86,0.029
0.87,0.037
0.88,0.043
0.89,0.055
0.9,0.086
0.91,0.102
0.92,0.105
0.93,0.122
0.9400000000000001,0.13
0.9500000000000001,0.121
0.96,0.118
0.97,0.103
0.98,0.073
0.99,0.042
1,0.014
1.01,-0.008
1.02,-0.019
1.03,-0.027
1.04,-0.035
1.05,-0.035
1.06,-0.035
1.07,-0.032
1.08,-0.029
1.09,-0.031
1.1,-0.034
1.11,-0.036
1.12,-0.034
1.1300000000000001,-0.039
1.1400000000000001,-0.034
1.1500000000000001,-0.018
1.16,-0.021
1.17,-0.037
1.18,-0.041
1.19,-0.04
1.2,-0.04
1.21,-0.041
1.22,-0.038
1.23,-0.048
1.24,-0.066
1.25,-0.065
1.26,-0.064
1.27,-0.059
1.28,-0.061
1.29,-0.057
1.3,-0.055
1.31,-0.055
1.32,-0.051
1.33,-0.05
1.34,-0.048
1.35,-0.078
1.36,-0.063
1.37,-0.038
1.3800000000000001,-0.066
1.3900000000000001,-0.06
1.4000000000000001,-0.057
1.41,-0.048
1.42,-0.049
1.43,-0.07
1.44,-0.054
1.45,-0.049
1.46,-0.051
1.47,-0.049
1.48,-0.051
1.49,-0.05
1.5,-0.054
1.51,-0.055
1.52,-0.055
1.53,-0.054
1.54,-0.056
1.55,-0.053
1.56,-0.051
1.57,-0.047
1.58,-0.045
1.59,-0.043
1.6,-0.037
1.61,-0.048
1.62,-0.041
1.6300000000000001,-0.058
1.6400000000000001,-0.051
1.6500000000000001,-0.077
1.6600000000000001,-0.055
1.67,-0.038
1.68,0.22
1.69,0.95
1.7,0.866
1.71,0.189
1.72,-0.038
1.73,-0.075
1.74,-0.06
1.75,-0.066
1.76,-0.066
1.77,-0.062
1.78,-0.064
1.79,-0.056
1.8,-0.058
1.81,-0.051
1.82,-0.051
1.83,-0.047
1.84,-0.041
1.85,-0.035
1.86,-0.016
1.87,0.013
1.8800000000000001,0.017
1.8900000000000001,0.036
1.9000000000000001,0.071
1.9100000000000001,0.076
1.92,0.085
1.93,0.107
1.94,0.116
1.95,0.113
1.96,0.107
1.97,0.101
1.98,0.097
1.99,0.082
2,0.048
2.0100000000000002,0.032
2.02,0.01
2.0300000000000002,-0.027
2.04,-0.036
2.05,-0.034
2.06,-0.041
2.07,-0.038
2.08,-0.039
