time,mV
0,-0.049
0.01,-0.049
0.02,-0.059
0.03,-0.066
0.04,-0.058
0.05,-0.042
0.06,-0.035
0.07,-0.029
0.08,-0.016
0.09,-0.014
0.1,-0.015
0.11,-0.019
0.12,-0.02
0.13,-0.015
0.14,-0.009
0.15,-0.016
0.16,-0.061
0.17,-0.079
0.18,-0.063
0.19,-0.053
0.2,-0.047
0.21,-0.054
0.22,-0.055
0.23,-0.049
0.24,-0.053
0.25,-0.055
0.26,-0.044
0.27,-0.036
0.28,-0.034
0.29,-0.032
0.3,-0.043
0.31,-0.06
0.32,-0.073
0.33,-0.084
0.34,-0.094
0.35000000000000003,-0.085
0.36,-0.069
0.37,-0.062
0.38,-0.046
0.39,-0.055
0.4,-0.065
0.41000000000000003,-0.055
0.42,-0.044
0.43,-0.043
0.44,-0.058
0.45,-0.067
0.46,-0.084
0.47000000000000003,-0.077
0.48,-0.068
0.49,-0.049
0.5,-0.02
0.51,-0.021
0.52,-0.021
0.53,-0.022
0.54,-0.023
0.55,-0.029
0.56,-0.031
0.5700000000000001,-0.049
0.58,-0.072
0.59,-0.085
0.6,-0.078
0.61,-0.065
0.62,-0.054
0.63,-0.035
0.64,-0.069
0.65,-0.062
0.66,-0.033
0.67,0.421
0.68,0.877
0.6900000000000001,0.403
0.7000000000000001,-0.053
0.71,-0.061
0.72,-0.058
0.73,-0.051
0.74,-0.071
0.75,-0.068
0.76,-0.075
0.77,-0.073
0.78,-0.05
0.79,-0.035
0.8,-0.017
0.81,-0.016
0.8200000000000001,-0.013
0.8300000000000001,-0.02
0.84,-0.025
0.85,-0.01
0.86,0.027
0.87,0.06
0.88,0.063
0.89,0.094
0.9,0.122
0.91,0.132
0.92,0.159
0.93,0.179
0.9400000000000001,0.195
0.9500000000000001,0.178
0.96,0.145
0.97,0.12
0.98,0.095
0.99,0.077
1,0.031
1.01,0.007
1.02,-0.018
1.03,-0.034
1.04,-0.021
1.05,-0.032
1.06,-0.047
1.07,-0.061
1.08,-0.041
1.09,-0.016
1.1,-0.023
1.11,-0.03
1.12,-0.032
1.1300000000000001,-0.043
1.1400000000000001,-0.02
1.1500000000000001,0.005
1.16,-0.034
1.17,-0.053
1.18,-0.043
1.19,-0.045
1.2,-0.044
1.21,-0.042
1.22,-0.043
1.23,-0.043
1.24,-0.05
1.25,-0.061
1.26,-0.068
1.27,-0.066
1.28,-0.062
1.29,-0.06
1.3,-0.053
1.31,-0.062
1.32,-0.065
1.33,-0.063
1.34,-0.077
1.35,-0.07
1.36,-0.054
1.37,-0.047
1.3800000000000001,-0.033
1.3900000000000001,-0.016
1.4000000000000001,-0.041
1.41,-0.05
1.42,-0.035
1.43,-0.038
1.44,-0.031
1.45,-0.031
1.46,-0.024
1.47,-0.032
1.48,-0.052
1.49,-0.051
1.5,-0.036
1.51,-0.036
1.52,-0.033
1.53,-0.012
1.54,-0.021
1.55,-0.031
1.56,-0.034
1.57,-0.012
1.58,-0.023
1.59,-0.069
1.6,-0.08
1.61,-0.096
1.62,-0.083
1.6300000000000001,-0.096
1.6400000000000001,-0.074
1.6500000000000001,-0.075
1.6600000000000001,-0.09
1.67,-0.068
1.68,0.186
1.69,0.795
1.7,0.656
1.71,0.048
1.72,-0.062
1.73,-0.056
1.74,-0.092
1.75,-0.127
1.76,-0.111
1.77,-0.072
1.78,-0.084
1.79,-0.101
1.8,-0.068
1.81,-0.048
1.82,-0.032
1.83,0.002
1.84,-0.012
1.85,0.007
1.86,0.008
1.87,0.003
1.8800000000000001,0.041
1.8900000000000001,0.031
1.9000000000000001,0.046
1.9100000000000001,0.096
1.92,0.113
1.93,0.154
1.94,0.174
1.95,0.165
1.96,0.149
1.97,0.141
1.98,0.129
1.99,0.094
2,0.07
2.0100000000000002,0.02
2.02,-0.019
2.0300000000000002,-0.039
2.04,-0.032
2.05,-0.032
2.06,-0.048
2.07,-0.051
2.08,-0.077
2.09,-0.072
2.1,-0.049
2.11,-0.032
2.12,-0.026
2.13,-0.024
2.14,-0.018
2.15,-0.024
2.16,-0.031
2.17,-0.024
2.18,-0.014
2.19,-0.016
2.2,-0.012
2.21,-0.01
2.22,-0.01
2.23,-0.012
2.24,-0.015
2.25,-0.019
2.2600000000000002,-0.044
2.27,-0.056
2.2800000000000002,-0.049
2.29,-0.056
2.3000000000000003,-0.055
2.31,-0.068
2.32,-0.065
2.33,-0.046
2.34,-0.079
2.35,-0.078
2.36,-0.056
2.37,-0.053
2.38,-0.046
2.39,-0.051
2.4,-0.049
2.41,-0.051
2.42,-0.045
2.43,-0.06
2.44,-0.082
2.45,-0.073
2.46,-0.062
2.47,-0.048
2.48,-0.047
2.49,-0.045
2.5,-0.047
2.5100000000000002,-0.038
2.52,-0.028
2.5300000000000002,-0.012
2.54,0.007
2.5500000000000003,-0.019
2.56,-0.044
2.57,-0.052
2.58,-0.036
2.59,-0.037
2.6,-0.057
2.61,-0.039
2.62,-0.054
2.63,-0.06
2.64,-0.057
2.65,-0.074
2.66,-0.029
2.67,-0.02
2.68,0.42
2.69,0.868
2.7,0.426
2.71,-0.043
2.72,-0.095
2.73,-0.063
2.74,-0.051
2.75,-0.07
2.7600000000000002,-0.083
2.77,-0.077
2.7800000000000002,-0.054
2.79,-0.053
2.8000000000000003,-0.032
2.81,-0.024
2.82,-0.014
2.83,-0.011
2.84,-0.011
2.85,0.006
2.86,0.002
2.87,0.016
2.88,0.027
2.89,0.046
2.9,0.087
2.91,0.116
2.92,0.141
2.93,0.154
2.94,0.164
2.95,0.17
2.96,0.169
2.97,0.157
2.98,0.111
2.99,0.07
3,0.032
3.0100000000000002,0.013
3.02,0.006
3.0300000000000002,-0.015
3.04,-0.006
3.0500000000000003,-0.014
3.06,-0.034
3.0700000000000003,-0.016
3.08,-0.021
3.09,-0.029
3.1,-0.026
3.11,-0.034
3.12,-0.019
3.13,-0.018
3.14,-0.021
3.15,-0.017
3.16,0.002
3.17,0.019
3.18,0.006
3.19,-0.015
3.2,-0.043
3.21,-0.045
3.22,-0.065
3.23,-0.075
3.24,-0.047
3.25,-0.038
3.2600000000000002,-0.038
3.27,-0.037
3.2800000000000002,-0.036
3.29,-0.037
3.3000000000000003,-0.036
3.31,-0.055
3.3200000000000003,-0.033
3.33,-0.024
3.34,-0.06
3.35,-0.049
3.36,-0.044
3.37,-0.046
3.38,-0.043
3.39,-0.049
3.4,-0.041
3.41,-0.058
3.42,-0.089
3.43,-0.084
3.44,-0.066
3.45,-0.061
3.46,-0.057
3.47,-0.05
3.48,-0.049
3.49,-0.021
3.5,-0.014
3.5100000000000002,-0.042
3.52,-0.048
3.5300000000000002,-0.039
3.54,-0.015
3.5500000000000003,0.013
3.56,0.017
3.5700000000000003,-0.01
3.58,-0.036
3.59,-0.05
3.6,-0.049
3.61,-0.02
3.62,-0.028
3.63,-0.049
3.64,-0.039
3.65,-0.065
3.66,-0.066
3.67,0.002
3.68,0.472
3.69,0.805
3.7,0.315
3.71,-0.044
3.72,-0.046
3.73,-0.084
3.74,-0.068
3.75,-0.081
3.7600000000000002,-0.075
3.77,-0.055
3.7800000000000002,-0.064
3.79,-0.03
3.8000000000000003,-0.03
3.81,-0.05
3.8200000000000003,-0.025
3.83,-0.016
3.84,-0.019
3.85,-0.007
3.86,0.008
3.87,0.03
3.88,0.053
3.89,0.06
3.9,0.102
3.91,0.15
3.92,0.143
3.93,0.16
3.94,0.183
3.95,0.172
3.96,0.158
3.97,0.163
3.98,0.131
3.99,0.059
4,0.029
4.01,0.01
4.0200000000000005,0.002
4.03,-0.013
4.04,-0.028
4.05,-0.035
4.0600000000000005,-0.049
4.07,-0.036
4.08,-0.032
4.09,-0.02
4.1,-0.02
4.11,-0.03
4.12,-0.026
4.13,-0.043
4.14,-0.039
4.15,-0.037
4.16,-0.044
4.17,-0.033
4.18,-0.029
4.19,-0.035
4.2,-0.043
4.21,-0.037
4.22,-0.041
4.23,-0.051
4.24,-0.064
4.25,-0.073
4.26,-0.049
4.2700000000000005,-0.033
4.28,-0.035
4.29,-0.037
4.3,-0.045
4.3100000000000005,-0.049
4.32,-0.054
4.33,-0.053
4.34,-0.038
4.3500000000000005,-0.071
4.36,-0.089
4.37,-0.07
4.38,-0.06
4.39,-0.044
4.4,-0.05
4.41,-0.049
4.42,-0.063
4.43,-0.066
4.44,-0.04
4.45,-0.035
4.46,-0.038
4.47,-0.042
4.48,-0.039
4.49,-0.031
4.5,-0.027
4.51,-0.022
4.5200000000000005,-0.01
4.53,-0.016
4.54,-0.024
4.55,-0.035
4.5600000000000005,-0.019
4.57,-0.006
4.58,-0.024
4.59,-0.029
4.6000000000000005,-0.053
4.61,-0.044
4.62,-0.031
4.63,-0.032
4.64,-0.047
4.65,-0.05
4.66,-0.052
4.67,-0.055
4.68,-0.037
4.69,0.331
4.7,0.85
4.71,0.532
4.72,0.033
4.73,-0.013
4.74,-0.026
4.75,-0.009
4.76,-0.047
4.7700000000000005,-0.069
4.78,-0.053
4.79,-0.061
4.8,-0.058
4.8100000000000005,-0.054
4.82,-0.038
4.83,-0.034
4.84,-0.026
4.8500000000000005,-0.019
4.86,-0.008
4.87,0.001
4.88,-0.001
4.89,0.045
4.9,0.071
4.91,0.091
4.92,0.131
4.93,0.139
4.94,0.173
4.95,0.186
4.96,0.181
4.97,0.164
4.98,0.15
4.99,0.131
5,0.072
5.01,0.048
5.0200000000000005,0.018
5.03,-0.018
5.04,-0.034
5.05,-0.046
5.0600000000000005,-0.045
5.07,-0.05
5.08,-0.055
5.09,-0.032
5.1000000000000005,-0.007
5.11,-0.016
5.12,-0.027
5.13,-0.017
5.14,-0.026
5.15,-0.036
5.16,-0.03
5.17,-0.036
5.18,-0.034
5.19,-0.036
5.2,-0.042
