time,mV
0,0
0.01,-0.004
0.02,-0.012
0.03,-0.019
0.04,-0.019
0.05,-0.015
0.06,-0.01
0.07,-0.009
0.08,-0.012
0.09,-0.009
0.1,-0.004
0.11,0
0.12,0.005
0.13,0.002
0.14,0.007
0.15,0
0.16,-0.007
0.17,-0.001
0.18,-0.008
0.19,-0.014
0.2,-0.016
0.21,-0.012
0.22,-0.007
0.23,-0.009
0.24,-0.014
0.25,-0.019
0.26,-0.017
0.27,-0.017
0.28,-0.015
0.29,-0.008
0.3,-0.012
0.31,-0.016
0.32,-0.02
0.33,-0.019
0.34,-0.009
0.35000000000000003,-0.011
0.36,-0.016
0.37,-0.018
0.38,-0.022
0.39,-0.014
0.4,-0.005
0.41000000000000003,-0.007
0.42,-0.007
0.43,-0.01
0.44,-0.028
0.45,-0.027
0.46,-0.017
0.47000000000000003,-0.013
0.48,-0.013
0.49,-0.007
0.5,0.031
0.51,0.046
0.52,0.035
0.53,0.03
0.54,0.026
0.55,0.014
0.56,0.006
0.5700000000000001,-0.017
0.58,-0.032
0.59,-0.031
0.6,-0.037
0.61,-0.043
0.62,-0.066
0.63,-0.051
0.64,-0.051
0.65,0.021
0.66,0.02
0.67,0.078
0.68,0.315
0.6900000000000001,0.202
0.7000000000000001,0.011
0.71,-0.036
0.72,-0.051
0.73,-0.031
0.74,-0.032
0.75,-0.017
0.76,-0.026
0.77,-0.033
0.78,-0.036
0.79,-0.041
0.8,-0.038
0.81,-0.031
0.8200000000000001,-0.025
0.8300000000000001,-0.017
0.84,-0.001
0.85,0
0.86,0.013
0.87,0.022
0.88,0.017
0.89,0.024
0.9,0.018
0.91,0.019
0.92,0.036
0.93,0.043
0.9400000000000001,0.054
0.9500000000000001,0.05
0.96,0.038
0.97,0.029
0.98,0.007
0.99,0.009
1,0.003
1.01,-0.009
1.02,-0.012
1.03,-0.034
1.04,-0.039
1.05,-0.034
1.06,-0.026
1.07,-0.019
1.08,-0.029
1.09,-0.039
1.1,-0.03
1.11,-0.025
1.12,-0.018
1.1300000000000001,-0.011
1.1400000000000001,-0.015
1.1500000000000001,0.011
1.16,0.01
1.17,-0.011
1.18,-0.01
1.19,-0.014
1.2,-0.025
1.21,-0.049
1.22,-0.044
1.23,-0.034
1.24,-0.037
1.25,-0.028
1.26,-0.029
1.27,-0.032
1.28,-0.034
1.29,-0.035
1.3,-0.038
1.31,-0.034
1.32,-0.032
1.33,-0.034
1.34,-0.025
1.35,-0.024
1.36,-0.026
1.37,-0.026
1.3800000000000001,-0.028
1.3900000000000001,-0.032
1.4000000000000001,-0.023
1.41,-0.019
1.42,-0.034
1.43,-0.033
1.44,-0.027
1.45,-0.023
1.46,-0.018
1.47,-0.01
1.48,-0.008
1.49,-0.011
1.5,-0.008
1.51,-0.001
1.52,0.027
1.53,0.052
1.54,0.049
1.55,0.045
1.56,0.018
1.57,-0.003
1.58,-0.011
1.59,-0.026
1.6,-0.017
1.61,-0.021
1.62,-0.018
1.6300000000000001,-0.031
1.6400000000000001,-0.021
1.6500000000000001,-0.029
1.6600000000000001,0.006
1.67,0.06
1.68,0.046
1.69,0.274
1.7,0.304
1.71,0.068
1.72,0.013
1.73,-0.005
1.74,-0.002
1.75,-0.022
1.76,-0.026
1.77,-0.01
1.78,-0.021
1.79,-0.026
1.8,-0.032
1.81,-0.035
1.82,-0.027
1.83,-0.003
1.84,-0.009
1.85,0.011
1.86,0.022
1.87,-0.001
1.8800000000000001,0.028
1.8900000000000001,0.031
1.9000000000000001,0.026
1.9100000000000001,0.045
1.92,0.046
1.93,0.052
1.94,0.05
1.95,0.047
1.96,0.042
1.97,0.047
1.98,0.05
1.99,0.041
2,0.039
2.0100000000000002,0.027
2.02,0.013
2.0300000000000002,-0.004
2.04,-0.006
2.05,-0.011
2.06,-0.028
2.07,-0.024
2.08,-0.009
2.09,-0.002
2.1,-0.007
2.11,-0.005
2.12,-0.025
2.13,-0.052
2.14,-0.049
2.15,-0.051
2.16,-0.05
2.17,-0.053
2.18,-0.058
2.19,-0.056
2.2,-0.059
2.21,-0.06
2.22,-0.06
2.23,-0.057
2.24,-0.052
2.25,-0.05
2.2600000000000002,-0.056
2.27,-0.056
2.2800000000000002,-0.048
2.29,-0.044
2.3000000000000003,-0.035
2.31,-0.034
2.32,-0.024
2.33,-0.017
2.34,-0.045
2.35,-0.054
2.36,-0.051
2.37,-0.052
2.38,-0.044
2.39,-0.039
2.4,-0.033
2.41,-0.029
2.42,-0.022
2.43,-0.025
2.44,-0.031
2.45,-0.032
2.46,-0.04
2.47,-0.042
2.48,-0.028
2.49,-0.015
2.5,-0.003
2.5100000000000002,0.011
2.52,0.036
2.5300000000000002,0.052
2.54,0.039
2.5500000000000003,0.017
2.56,-0.005
2.57,-0.01
2.58,-0.035
2.59,-0.028
2.6,-0.023
2.61,-0.052
2.62,-0.05
2.63,-0.046
2.64,-0.025
2.65,-0.041
2.66,0.02
2.67,0.007
2.68,0.103
2.69,0.363
2.7,0.202
2.71,0.011
2.72,-0.01
2.73,-0.043
2.74,-0.021
2.75,-0.011
2.7600000000000002,-0.032
2.77,-0.051
2.7800000000000002,-0.042
2.79,-0.033
2.8000000000000003,-0.021
2.81,-0.016
2.82,-0.008
2.83,-0.006
2.84,-0.003
2.85,0
2.86,0.007
2.87,0.027
2.88,0.024
2.89,0.026
2.9,0.035
2.91,0.041
2.92,0.055
2.93,0.06
2.94,0.05
2.95,0.044
2.96,0.042
2.97,0.046
2.98,0.058
2.99,0.046
3,0.018
3.0100000000000002,0.006
3.02,-0.005
3.0300000000000002,-0.018
3.04,-0.022
3.0500000000000003,-0.044
3.06,-0.052
3.0700000000000003,-0.022
3.08,-0.033
3.09,-0.041
3.1,-0.008
3.11,-0.011
3.12,-0.019
3.13,-0.028
3.14,-0.034
3.15,-0.023
3.16,-0.011
3.17,0.003
3.18,0.001
3.19,-0.007
3.2,-0.027
3.21,-0.035
3.22,-0.02
3.23,-0.018
3.24,-0.031
3.25,-0.035
3.2600000000000002,-0.031
3.27,-0.028
3.2800000000000002,-0.025
3.29,-0.022
3.3000000000000003,-0.014
3.31,-0.018
3.3200000000000003,-0.009
3.33,-0.011
3.34,-0.034
3.35,-0.035
3.36,-0.036
3.37,-0.032
3.38,-0.032
3.39,-0.029
3.4,-0.028
3.41,-0.022
3.42,-0.005
3.43,-0.008
3.44,-0.012
3.45,-0.014
3.46,-0.016
3.47,-0.014
3.48,-0.017
3.49,-0.023
3.5,0
3.5100000000000002,0.012
3.52,0.015
3.5300000000000002,0.051
3.54,0.057
3.5500000000000003,0.037
3.56,0.022
3.5700000000000003,-0.002
3.58,-0.028
3.59,-0.01
3.6,-0.021
3.61,-0.044
3.62,-0.039
3.63,-0.062
3.64,-0.033
3.65,-0.055
3.66,0.005
3.67,0.015
3.68,0.122
3.69,0.388
3.7,0.18
3.71,-0.001
3.72,0.003
3.73,-0.037
3.74,-0.021
3.75,-0.035
3.7600000000000002,-0.008
3.77,-0.013
3.7800000000000002,-0.031
3.79,-0.016
3.8000000000000003,-0.013
3.81,-0.013
3.8200000000000003,-0.01
3.83,-0.004
3.84,0.007
3.85,0.012
3.86,0.012
3.87,0.019
3.88,0.023
3.89,0.024
3.9,0.029
3.91,0.038
3.92,0.041
3.93,0.049
3.94,0.062
3.95,0.059
3.96,0.056
3.97,0.048
3.98,0.044
3.99,0.041
4,0.021
4.01,0.008
4.0200000000000005,0
4.03,-0.012
4.04,-0.002
4.05,-0.002
4.0600000000000005,-0.015
4.07,-0.012
