time,mV
0,-0.026
0.01,-0.033
0.02,-0.047
0.03,-0.056
0.04,-0.055
0.05,-0.052
0.06,-0.049
0.07,-0.046
0.08,-0.044
0.09,-0.041
0.1,-0.04
0.11,-0.04
0.12,-0.04
0.13,-0.039
0.14,-0.045
0.15,-0.053
0.16,-0.047
0.17,-0.061
0.18,-0.085
0.19,-0.085
0.2,-0.085
0.21,-0.085
0.22,-0.084
0.23,-0.087
0.24,-0.09
0.25,-0.09
0.26,-0.09
0.27,-0.094
0.28,-0.095
0.29,-0.095
0.3,-0.095
0.31,-0.095
0.32,-0.094
0.33,-0.09
0.34,-0.09
0.35000000000000003,-0.088
0.36,-0.084
0.37,-0.085
0.38,-0.088
0.39,-0.096
0.4,-0.1
0.41000000000000003,-0.099
0.42,-0.103
0.43,-0.105
0.44,-0.105
0.45,-0.101
0.46,-0.095
0.47000000000000003,-0.09
0.48,-0.084
0.49,-0.079
0.5,-0.07
0.51,-0.06
0.52,-0.05
0.53,-0.047
0.54,-0.066
0.55,-0.081
0.56,-0.075
0.5700000000000001,-0.086
0.58,-0.074
0.59,-0.087
0.6,-0.094
0.61,-0.093
0.62,-0.103
0.63,-0.08
0.64,-0.118
0.65,-0.039
0.66,0.03
0.67,0.838
0.68,1.525
0.6900000000000001,0.526
0.7000000000000001,-0.209
0.71,-0.153
0.72,-0.132
0.73,-0.092
0.74,-0.102
0.75,-0.08
0.76,-0.084
0.77,-0.074
0.78,-0.069
0.79,-0.067
0.8,-0.056
0.81,-0.056
0.8200000000000001,-0.041
0.8300000000000001,-0.012
0.84,0.01
0.85,0.015
0.86,0.034
0.87,0.058
0.88,0.07
0.89,0.106
0.9,0.142
0.91,0.158
0.92,0.171
0.93,0.166
0.9400000000000001,0.159
0.9500000000000001,0.153
0.96,0.145
0.97,0.141
0.98,0.107
0.99,0.054
1,0.022
1.01,-0.016
1.02,-0.045
1.03,-0.044
1.04,-0.056
1.05,-0.061
1.06,-0.06
1.07,-0.059
1.08,-0.054
1.09,-0.055
1.1,-0.053
1.11,-0.048
1.12,-0.045
1.1300000000000001,-0.042
1.1400000000000001,-0.037
1.1500000000000001,-0.035
1.16,-0.045
